GO_type,exp_string,GO_id,Description,GeneRatio,BgRatio,p.adjust,gene_names,l2fc
Biological process,L2_Syp,GO:0043484,regulation of RNA splicing,25/985,101/9160,4.427365705871244e-4,fl(2)d/eIF4A/Rm62/Hrb87F/Pep/Hrb27C/Parp/dom/fus/SF1/Rbp1-like/Caper/BI-1/CG11360/Rbfox1/Rbp1/ps/mub/sqd/Sxl/how/mbl/Doa/Sf3a1/SF2,1.2027966756634978
Biological process,L2_Syp,GO:0007623,circadian rhythm,33/985,151/9160,4.612730383836864e-4,CkIIbeta/Pka-C1/dnc/EcR/emc/Hsp83/kay/dlg1/hid/Mbs/Akt1/fbl/Acer/Pdp1/Pka-R2/inc/Nipped-B/Akap200/Pura/tara/Atx2/CG31324/gw/mnb/cwo/ctrip/Cul3/sxc/nej/cu/dysc/CkIIalpha/CrebB,1.0231413486739422
Biological process,L2_Syp,GO:0051489,regulation of filopodium assembly,13/985,36/9160,4.769773647315251e-4,chic/Arpc1/Cdc42/dia/cpb/shot/DAAM/Mipp1/par-6/kra/pico/Arp3/Flo2,1.7476666853393474
Biological process,L2_Syp,GO:0050890,cognition,34/985,158/9160,4.935928679439305e-4,Appl/Pka-C1/dnc/EcR/for/neur/pum/shi/Egfr/Pp1-87B/Ptp10D/me31B/drk/svr/14-3-3zeta/cher/Stat92E/CG1910/Nipped-B/mura/fabp/Socs36E/Atx2/vsg/Rbfox1/kra/mnb/Mob2/nemy/AGO1/Ent2/spoon/CrebB/ebo,1.0008340617138043
Biological process,L2_Syp,GO:0043648,dicarboxylic acid metabolic process,11/985,27/9160,4.935928679439305e-4,Gdh/Got1/Gs2/Men/slgA/Nc73EF/T3dh/Men-b/CG9674/P5CDh1/Mdh1,1.9216960851143963
Biological process,L2_Syp,GO:0008219,cell death,61/985,345/9160,4.935928679439305e-4,Appl/Cam/Pka-C1/Chc/Dl/EcR/ftz-f1/lncRNA:Hsromega/l(2)gl/sas/Men/mod(mdg4)/Ras85D/shi/Su(var)205/Egfr/Ubi-p63E/hid/porin/Ubc6/hdc/Akt1/Dcp-1/msn/ctp/Dp/E2f1/Drice/Pdk1/Ant2/msk/HUWE1/CG12384/Hipk/Uev1A/BI-1/chrb/CG9231/Idh3b/scyl/Atx2/qless/Atg8a/Sec61alpha/spin/pix/CG41520/psidin/bun/Atg1/fwe/Trf2/Mdh2/Myc/bel/pAbp/mbl/Fhos/Pak/lola/TER94,0.7174367545379228
Biological process,L2_Syp,GO:0060491,regulation of cell projection assembly,15/985,46/9160,4.995220470132741e-4,chic/Arpc1/Tm1/Cdc42/dia/cpb/shot/DAAM/Mipp1/par-6/psidin/kra/pico/Arp3/Flo2,1.6004806081920733
Biological process,L2_Syp,GO:0120032,regulation of plasma membrane bounded cell projection assembly,15/985,46/9160,4.995220470132741e-4,chic/Arpc1/Tm1/Cdc42/dia/cpb/shot/DAAM/Mipp1/par-6/psidin/kra/pico/Arp3/Flo2,1.6004806081920733
Biological process,L2_Syp,GO:0045597,positive regulation of cell differentiation,27/985,114/9160,5.010248301160123e-4,chic/EcR/Hsp83/Ras85D/rl/Tm2/pros/Arf79F/babo/ctp/shot/ari-1/DAAM/PlexA/Smox/Mkrn1/Pdcd4/Sar1/mnb/bun/zld/Dhc64C/Myc/DnaJ-1/Fhos/trol/Rab1,1.1391494566392946
Biological process,L2_Syp,GO:0008069,"dorsal/ventral axis specification, ovarian follicular epithelium",8/985,15/9160,5.06214718550618e-4,Egfr/Parp/Dp/sty/rin/lig/sqd/spoon,2.3102613730320494
Biological process,L2_Syp,GO:0031331,positive regulation of cellular catabolic process,33/985,152/9160,5.106199800934608e-4,Pka-C1/Chc/eIF4A/pum/shi/hid/me31B/Ubc6/Pabp2/Dcp-1/babo/twin/Tis11/ari-1/AMPKalpha/EloB/Smox/UbcE2H/Pomp/PAN3/DCP2/roq/Socs36E/CG31855/gw/Not1/Atg1/AGO1/AP-2alpha/Doa/sima/Ge-1/TER94,1.0136185745554356
Biological process,L2_Syp,GO:0048511,rhythmic process,33/985,152/9160,5.106199800934608e-4,CkIIbeta/Pka-C1/dnc/EcR/emc/Hsp83/kay/dlg1/hid/Mbs/Akt1/fbl/Acer/Pdp1/Pka-R2/inc/Nipped-B/Akap200/Pura/tara/Atx2/CG31324/gw/mnb/cwo/ctrip/Cul3/sxc/nej/cu/dysc/CkIIalpha/CrebB,1.0136185745554356
Biological process,L2_Syp,GO:0006897,endocytosis,35/985,165/9160,5.106199800934608e-4,aop/BicD/Chc/EcR/neur/shi/Syt1/drk/brat/Cdc42/Arf79F/Moe/Arf102F/Rab5/rush/lqf/Smurf/CG9132/Snx1/Reps/krz/Pcyt1/LpR2/lap/spin/psidin/mnb/Nedd4/mgl/lqfR/fwe/pyd/garz/AP-2alpha/Mcr,0.9801127713397184
Biological process,L2_Syp,GO:0043242,negative regulation of protein-containing complex disassembly,10/985,23/9160,5.424419627787516e-4,qua/Gel/cpb/shot/tacc/LRR/CG31715/beta-Spec/alpha-Spec/Svil,2.0155181074709168
Biological process,L2_Syp,GO:0007097,nuclear migration,12/985,32/9160,5.773307498063192e-4,BicD/Cp190/egl/Khc/Lam/polo/msn/tacc/Dhc64C/Msp300/jvl/ens,1.8021144693617237
Biological process,L2_Syp,GO:0030716,oocyte fate determination,12/985,32/9160,5.773307498063192e-4,BicD/egl/enc/14-3-3zeta/shot/14-3-3epsilon/tsu/alpha-Spec/par-1/Dhc64C/AGO1/hts,1.8021144693617237
Biological process,L2_Syp,GO:0007420,brain development,26/985,109/9160,5.859211984306161e-4,Appl/CkIIbeta/chic/Hr3/EcR/exd/ftz-f1/hth/pros/brat/babo/shot/DAAM/Smox/cib/Nipped-B/Ephrin/Invadolysin/vvl/chinmo/bun/Dhc64C/Nrg/l(3)neo38/ebo/Frl,1.1494073620047334
Biological process,L2_Syp,GO:0034329,cell junction assembly,44/985,227/9160,6.007474492686349e-4,Gs2/kay/dlg1/l(2)gl/Atpalpha/pum/tkv/pros/Rap1/alpha-Cat/Lac/brat/Cdc42/Akt1/Sdc/cpb/nmo/nrv2/Pdk1/par-6/cold/Strip/Liprin-beta/Syp/plum/Fsn/spin/beta-Spec/alpha-Spec/mnb/Nedd4/Mob2/p120ctn/par-1/Atg1/nej/pyd/Arp3/dysc/Src42A/Nrg/Mcr/Pak/Imp,0.8500350999869498
Biological process,L2_Syp,GO:0060322,head development,29/985,128/9160,6.193510114306125e-4,Appl/CkIIbeta/chic/Hr3/EcR/exd/ftz-f1/hth/kn/pros/alpha-Cat/brat/babo/shot/apt/DAAM/Smox/cib/Nipped-B/Ephrin/Invadolysin/vvl/chinmo/bun/Dhc64C/Nrg/l(3)neo38/ebo/Frl,1.07513296376814
Biological process,L2_Syp,GO:0003012,muscle system process,13/985,37/9160,6.238786042189574e-4,Mlc1/Tm1/Tm2/up/Eaat1/Amph/CG4928/Chd64/CG6972/Lasp/Mhc/Fhos/wupA,1.7081383211527101
Biological process,L2_Syp,GO:0019058,viral life cycle,13/985,37/9160,6.238786042189574e-4,shi/betaCOP/Arf102F/Rab2/Rab5/Rab14/Rack1/Sar1/Sec61alpha/shrb/sau/Rab1/TER94,1.7081383211527101
Biological process,L2_Syp,GO:0016032,viral process,14/985,42/9160,6.406624424689796e-4,shi/betaCOP/Arf102F/Rab2/Rab5/Rab14/Rack1/EloB/Sar1/Sec61alpha/shrb/sau/Rab1/TER94,1.6321894679194118
Biological process,L2_Syp,GO:0007613,memory,27/985,116/9160,6.588808910878789e-4,Appl/Pka-C1/dnc/EcR/for/neur/pum/shi/Ptp10D/drk/svr/cher/Stat92E/CG1910/Nipped-B/mura/fabp/Socs36E/Atx2/vsg/Rbfox1/kra/Mob2/nemy/spoon/CrebB/ebo,1.114058475676464
Biological process,L2_Syp,GO:0016049,cell growth,32/985,148/9160,6.885374962302956e-4,Pka-C1/chic/dnc/kay/tkv/Cdc42/Akt1/shot/Rab5/Sema1b/Cdk4/fz2/Pdk1/AMPKalpha/Mnt/DAAM/Lnk/scaf/Larp4B/Strip/path/jagn/Mtl/pan/pix/bun/Atg1/Thor/Myc/Nrg/sima/Frl,1.007698603011618
Biological process,L2_Syp,GO:0016334,establishment or maintenance of polarity of follicular epithelium,11/985,28/9160,6.886715553894696e-4,awd/dlg1/l(2)gl/Egfr/Parp/Dp/sty/rin/lig/sqd/spoon,1.8692286652202608
Biological process,L2_Syp,GO:0030100,regulation of endocytosis,17/985,58/9160,7.02903782743747e-4,BicD/Chc/neur/drk/brat/Arf79F/Moe/Rab5/Smurf/krz/lap/mnb/Nedd4/mgl/pyd/garz/AP-2alpha,1.446633814763335
Biological process,L2_Syp,GO:0045927,positive regulation of growth,28/985,123/9160,7.319463867739235e-4,chic/dlg1/tkv/Egfr/Akt1/Sdc/babo/cpb/nmo/shot/Cdk4/14-3-3epsilon/Pdk1/Smox/Nipped-B/Lnk/Hipk/Wbp2/Tctp/CycG/tai/Desat1/mnb/bun/pico/Myc/Arp3/Pak,1.081992385358932
Biological process,L2_Syp,GO:0007422,peripheral nervous system development,16/985,53/9160,7.561946052180063e-4,Appl/Dl/EcR/exd/hth/neur/Ras85D/Egfr/ttk/ct/pros/chn/spen/Ephrin/vvl/cwo,1.4892315140773686
Biological process,L2_Syp,GO:0030177,positive regulation of Wnt signaling pathway,16/985,53/9160,7.561946052180063e-4,hyd/Pp1-87B/mts/tws/Ssdp/spen/CtBP/botv/sona/Hipk/Wnk/apolpp/nej/dally/Flo2/RpS12,1.4892315140773686
Biological process,L2_Syp,GO:0048149,behavioral response to ethanol,16/985,53/9160,7.561946052180063e-4,dnc/dlg1/pum/rl/Egfr/AcCoAS/cher/apt/Pka-R2/Akap200/Bacc/Gbs-70E/mura/CG17734/vsg/kra,1.4892315140773686
Biological process,L2_Syp,GO:0010638,positive regulation of organelle organization,26/985,111/9160,7.746620692498532e-4,Gs1/Lam/shi/Su(var)205/Tm2/Syt1/svr/dia/Moe/cher/Stat92E/Rack1/DAAM/LRR/CG9231/CG1674/Atx2/Haspin/Jupiter/Invadolysin/chinmo/lmgA/Nedd4/larp/spoon/Fhos,1.1231758204315538
Biological process,L2_Syp,GO:0035149,"lumen formation, open tracheal system",12/985,33/9160,7.746620692498532e-4,knk/Egfr/Moe/shot/CCT3/Dlic/apn/rhea/Dhc64C/Sec24CD/Vha68-2/garz,1.7577203500032703
Biological process,L2_Syp,GO:0061157,mRNA destabilization,12/985,33/9160,7.746620692498532e-4,pum/me31B/Pabp2/twin/Tis11/PAN3/DCP2/roq/gw/Not1/AGO1/Ge-1,1.7577203500032703
Biological process,L2_Syp,GO:0006099,tricarboxylic acid cycle,10/985,24/9160,7.871248128263978e-4,Scsalpha1/mAcon1/Nc73EF/Idh3a/ScsbetaA/CG5214/Idh3b/CG5028/Mdh2/Mdh1,1.9541175628067737
Biological process,L2_Syp,GO:0090263,positive regulation of canonical Wnt signaling pathway,15/985,48/9160,7.929879549087432e-4,hyd/Pp1-87B/mts/tws/Ssdp/spen/CtBP/botv/sona/Hipk/Wnk/apolpp/nej/dally/RpS12,1.5390800635279303
Biological process,L2_Syp,GO:0051258,protein polymerization,23/985,93/9160,7.929879549087432e-4,chic/Khc/Arpc1/Lam/polo/qua/shi/svr/Gel/Cdc42/LamC/dia/cpb/Rack1/DAAM/LRR/Atx2/Jupiter/CG31715/chinmo/spoon/ens/Svil,1.201555113589549
Biological process,L2_Syp,GO:0048056,R3/R4 cell differentiation,8/985,16/9160,8.388508693623292e-4,aop/Dl/emc/kay/svp/Rala/nej/lola,2.2171519686405676
Biological process,L2_Syp,GO:0120035,regulation of plasma membrane bounded cell projection organization,30/985,137/9160,8.543922795694795e-4,chic/kn/Arpc1/Tm1/pros/Cdc42/Akt1/dia/cpb/shot/Sema1b/fz2/DAAM/PlexA/Mipp1/par-6/Dlic/HUWE1/LRR/Sar1/vvl/psidin/kra/Nedd4/pico/Arp3/Flo2/Pak/Imp/Rab1,1.0260104812885595
Biological process,L2_Syp,GO:0032880,regulation of protein localization,25/985,106/9160,9.104949790113349e-4,bic/l(2)gl/Lam/pros/Parp/Moe/Rab2/Ran/CG13920/Akap200/JhI-21/Lnk/sona/apn/Sar1/AdipoR/Haspin/gw/cno/Evi5/dally/Flo2/smt3/Ptp61F/Rab1,1.1330877038520932
Biological process,L2_Syp,GO:0016476,regulation of embryonic cell shape,11/985,29/9160,9.554877881376026e-4,ttk/Rap1/msn/dia/scaf/zye/Mtl/nyo/dyl/pyd/tyn,1.8186025921502926
Biological process,L2_Syp,GO:0051129,negative regulation of cellular component organization,32/985,151/9160,9.74525772813865e-4,chic/qua/pros/Gel/Akt1/lwr/cpb/shot/Sema1b/14-3-3epsilon/Ant2/tacc/obst-A/BuGZ/LRR/Strip/Syp/plum/Fsn/mask/CG31715/4E-T/beta-Spec/alpha-Spec/Mob2/Sps1/Thor/pyd/spoon/Src42A/Svil/Dsp1,0.9787472293154887
Biological process,L2_Syp,GO:0016310,phosphorylation,64/985,377/9160,0.0010025788017995014,Ald1/awd/Cam/CkIIbeta/Pka-C1/CycB/Eno/for/Gapdh2/Hex-A/l(2)gl/Pfk/polo/rl/shi/tkv/Egfr/mts/svr/fs(1)h/bt/Cdc42/Akt1/msn/babo/nmo/Trl/MAPk-Ak2/bnl/sty/Cdk4/Pdk/Lk6/Pdk1/Rack1/Pi3K21B/Pka-R2/fray/AMPKalpha/par-6/Dyrk3/wdb/CG8726/Hipk/Wnk/Tctp/CycG/Haspin/CG40191/Tpi/chinmo/CG41520/mnb/Mob2/par-1/Atg1/CkIIalpha/smt3/Src42A/Doa/PyK/Ptp61F/Pak/SRPK,0.6587312553719035
Biological process,L2_Syp,GO:0016333,morphogenesis of follicular epithelium,15/985,49/9160,0.0010025788017995014,awd/dlg1/l(2)gl/Scm/Egfr/Parp/Dp/cher/sty/rin/lig/Nost/Ppcs/sqd/spoon,1.5093327201338782
Biological process,L2_Syp,GO:0043488,regulation of mRNA stability,15/985,49/9160,0.0010025788017995014,pum/me31B/Pabp2/twin/Tis11/PAN3/DCP2/roq/CG9705/gw/Not1/mbf1/AGO1/Ge-1/CG46385,1.5093327201338782
Biological process,L2_Syp,GO:0032870,cellular response to hormone stimulus,26/985,113/9160,0.0010155859974288863,E(bx)/EcR/Eip75B/ftz-f1/Hsp83/ImpL2/rl/mts/drk/Akt1/dock/Pdk1/Pi3K21B/wdb/Lnk/Mkrn1/Chd64/AdipoR/CycG/tai/Pp2A-29B/Thor/Myc/Lpin/sima/Ptp61F,1.0974127243664722
Biological process,L2_Syp,GO:0007526,larval somatic muscle development,12/985,34/9160,0.0010316600957645443,Khc/kn/Gug/chn/Stat92E/EloB/nom/akirin/rhea/ens/ap/lola,1.7146516281113844
Biological process,L2_Syp,GO:0050779,RNA destabilization,12/985,34/9160,0.0010316600957645443,pum/me31B/Pabp2/twin/Tis11/PAN3/DCP2/roq/gw/Not1/AGO1/Ge-1,1.7146516281113844
Biological process,L2_Syp,GO:0061014,positive regulation of mRNA catabolic process,12/985,34/9160,0.0010316600957645443,pum/me31B/Pabp2/twin/Tis11/PAN3/DCP2/roq/gw/Not1/AGO1/Ge-1,1.7146516281113844
Biological process,L2_Syp,GO:0007098,centrosome cycle,20/985,77/9160,0.0010410513779988138,Cam/Hsp83/Khc/Map205/Myb/ncd/polo/stg/mts/Ubc6/tws/emb/par-6/CCT6/Klp10A/Invadolysin/Pp2A-29B/Dhc64C/hts/ens,1.2722935228330285
Biological process,L2_Syp,GO:0048488,synaptic vesicle endocytosis,13/985,39/9160,0.00105367132101407,BicD/shi/Syt1/brat/Arf79F/Arf102F/Rab5/lap/spin/mnb/lqfR/fwe/AP-2alpha,1.6321894679194116
Biological process,L2_Syp,GO:0140238,presynaptic endocytosis,13/985,39/9160,0.00105367132101407,BicD/shi/Syt1/brat/Arf79F/Arf102F/Rab5/lap/spin/mnb/lqfR/fwe/AP-2alpha,1.6321894679194116
Biological process,L2_Syp,GO:0044419,biological process involved in interspecies interaction between organisms,72/985,438/9160,0.0010549026267920407,cact/E(bx)/Eip75B/Glt/kay/kn/dlg1/Ras85D/rl/Rm62/shi/me31B/betaCOP/Parp/Cdc42/Arf79F/lwr/dia/eff/EbpIII/Arf102F/Rab2/Rab5/bnl/Fer1HCH/Rala/Rab14/Stat92E/spen/Rack1/Eb1/JhI-21/He/Vap33/IM33/fon/TM9SF2/CG6426/tfc/Uev1A/GstO2/GILT1/Sar1/Vps33B/Ephrin/CG13551/smog/akirin/Sec61alpha/shrb/vvl/Pcmt/Thor/Lmpt/Dhc64C/Flo2/lncRNA:CR43855/smt3/Src42A/Nrg/coro/Doa/sima/sau/Mcr/Dsp1/br/nw/lola/Ge-1/Rab1/TER94,0.6122899104817068
Biological process,L2_Syp,GO:0002520,immune system development,23/985,95/9160,0.001062137958573506,E(bx)/if/kn/neur/Ras85D/rl/srp/Rap1/mys/Cdc42/lwr/E2f1/cher/sty/Stat92E/dom/ytr/lolal/Tnpo/He/Mtl/nej/lola,1.1708583163666328
Biological process,L2_Syp,GO:0048534,hematopoietic or lymphoid organ development,23/985,95/9160,0.001062137958573506,E(bx)/if/kn/neur/Ras85D/rl/srp/Rap1/mys/Cdc42/lwr/E2f1/cher/sty/Stat92E/dom/ytr/lolal/Tnpo/He/Mtl/nej/lola,1.1708583163666328
Biological process,L2_Syp,GO:0048024,"regulation of mRNA splicing, via spliceosome",22/985,89/9160,0.001062296788007306,fl(2)d/eIF4A/Rm62/Hrb87F/Pep/Hrb27C/dom/SF1/Rbp1-like/Caper/CG11360/Rbfox1/Rbp1/ps/mub/sqd/Sxl/how/mbl/Doa/Sf3a1/SF2,1.200850156311467
Biological process,L2_Syp,GO:1902531,regulation of intracellular signal transduction,59/985,342/9160,0.0011243886563502175,Pka-C1/crc/dnc/ed/lncRNA:Hsromega/ImpL2/l(2)gl/Ras85D/raw/Egfr/Pp1-87B/mts/Ubc6/Rap1/drk/14-3-3zeta/Cdc42/Akt1/msn/cpb/MAPk-Ak2/sty/Rala/Cdk4/14-3-3epsilon/lig/Pdk1/AMPKalpha/RhoGAP1A/siz/wdb/Lnk/Smurf/Usp7/HUWE1/Mnn1/LRR/Hipk/Strip/Uev1A/Pura/chrb/CycG/krz/scyl/alpha-Spec/mnb/cno/Pp2A-29B/par-1/Atg1/Lpin/spoon/garz/RapGAP1/smt3/Src42A/Ptp61F/Pak,0.6819425031165112
Biological process,L2_Syp,GO:0007616,long-term memory,19/985,72/9160,0.0011852871993075155,Appl/EcR/for/neur/pum/Ptp10D/svr/cher/Stat92E/CG1910/mura/fabp/Socs36E/Atx2/vsg/kra/Mob2/spoon/CrebB,1.2951544806418407
Biological process,L2_Syp,GO:0006536,glutamate metabolic process,7/985,13/9160,0.0012013142254228572,Gdh/Got1/Gs2/slgA/T3dh/CG9674/P5CDh1,2.3240671725570796
Biological process,L2_Syp,GO:0046011,regulation of oskar mRNA translation,7/985,13/9160,0.0012013142254228572,egl/Hrb27C/heph/apt/Mkrn1/Syp/elav,2.3240671725570796
Biological process,L2_Syp,GO:0009628,response to abiotic stimulus,64/985,380/9160,0.0012013142254228572,Appl/Cam/Pka-C1/dnc/Hsp22/Hsp23/Hsp83/dlg1/l(2)37Cc/Atpalpha/slgA/svp/Tm1/hid/Pp1-87B/mts/nonA/Hrb87F/porin/ogre/14-3-3zeta/Parp/fbl/babo/msi/nmo/MAPk-Ak2/Tom40/Stat92E/Drice/14-3-3epsilon/emb/Su(z)12/Inx2/Kap-alpha3/jbug/Clic/CG14207/Mnn1/Hipk/eIF1/CG9231/Fst/Tctp/Droj2/Gat/ago/Mrtf/CG33129/Tpi/lap/l(3)L1231/mnb/verm/sxc/nej/cu/DnaJ-1/spoon/CrebB/sima/fau/Ptp61F/br,0.64729636030962
Biological process,L2_Syp,GO:0045879,negative regulation of smoothened signaling pathway,15/985,50/9160,0.001223727830644256,Pka-C1/Gbeta13F/mts/Gug/eff/Rack1/Pp4-19C/wdb/Smurf/Nedd8/krz/Nedd4/Pp2A-29B/Cul3/TER94,1.4801863744743617
Biological process,L2_Syp,GO:0061013,regulation of mRNA catabolic process,15/985,50/9160,0.001223727830644256,pum/me31B/Pabp2/twin/Tis11/PAN3/DCP2/roq/CG9705/gw/Not1/mbf1/AGO1/Ge-1/CG46385,1.4801863744743617
Biological process,L2_Syp,GO:0007267,cell-cell signaling,77/985,479/9160,0.0012578310004569802,aop/BicD/Cat/Pka-C1/Chc/Dl/dnc/kn/dlg1/hyd/Atpalpha/pum/rl/shi/svp/tkv/Pp1-87B/mts/Csp/Syt1/Rap1/Gdi/tws/Cdc42/Arf79F/Akt1/Dcp-1/Ssdp/nmo/Arf102F/Vps26/apt/fz2/spen/crol/CtBP/Eaat1/botv/JhI-21/Vap33/CHOp24/HUWE1/CG7781/CG9336/sky/sona/Hipk/Wnk/Syp/AdipoR/dj-1beta/Fsn/bai/pan/lap/apolpp/beta-Spec/alpha-Spec/vlc/Atg1/lqfR/nej/nemy/SERCA/Acsl/Ent2/dally/cpo/dysc/Flo2/CkIIalpha/Src42A/pAbp/Hsc70-4/Rab1/RpS12/TER94,0.5800566635992888
Biological process,L2_Syp,GO:0045893,positive regulation of DNA-templated transcription,64/985,381/9160,0.001274968033784589,Cf2/crc/Hr3/E(bx)/EcR/Eip75B/exd/ftz-f1/His2Av/hth/kay/kn/Myb/srp/Su(var)205/ttk/CrebA/pros/fs(1)h/E2f1/Trl/Su(Tpl)/chn/apt/Pdp1/CtBP/Xbp1/lolal/Smox/mei-P26/bip2/Nipped-B/CG1368/d4/CG12099/CG11350/Nf-YA/Wbp2/REPTOR/tai/Ndf/mask/CG31626/Rbfox1/Mrtf/akirin/pan/vvl/gfzf/mnb/zld/nej/Axud1/trh/Myc/mbf1/Tet/Lpin/Caf1-55/CrebB/sima/ap/br/lola,0.6435047811472457
Biological process,L2_Syp,GO:1902680,positive regulation of RNA biosynthetic process,64/985,381/9160,0.001274968033784589,Cf2/crc/Hr3/E(bx)/EcR/Eip75B/exd/ftz-f1/His2Av/hth/kay/kn/Myb/srp/Su(var)205/ttk/CrebA/pros/fs(1)h/E2f1/Trl/Su(Tpl)/chn/apt/Pdp1/CtBP/Xbp1/lolal/Smox/mei-P26/bip2/Nipped-B/CG1368/d4/CG12099/CG11350/Nf-YA/Wbp2/REPTOR/tai/Ndf/mask/CG31626/Rbfox1/Mrtf/akirin/pan/vvl/gfzf/mnb/zld/nej/Axud1/trh/Myc/mbf1/Tet/Lpin/Caf1-55/CrebB/sima/ap/br/lola,0.6435047811472457
Biological process,L2_Syp,GO:1903508,positive regulation of nucleic acid-templated transcription,64/985,381/9160,0.001274968033784589,Cf2/crc/Hr3/E(bx)/EcR/Eip75B/exd/ftz-f1/His2Av/hth/kay/kn/Myb/srp/Su(var)205/ttk/CrebA/pros/fs(1)h/E2f1/Trl/Su(Tpl)/chn/apt/Pdp1/CtBP/Xbp1/lolal/Smox/mei-P26/bip2/Nipped-B/CG1368/d4/CG12099/CG11350/Nf-YA/Wbp2/REPTOR/tai/Ndf/mask/CG31626/Rbfox1/Mrtf/akirin/pan/vvl/gfzf/mnb/zld/nej/Axud1/trh/Myc/mbf1/Tet/Lpin/Caf1-55/CrebB/sima/ap/br/lola,0.6435047811472457
Biological process,L2_Syp,GO:0036465,synaptic vesicle recycling,14/985,45/9160,0.0012925506333280477,BicD/shi/Syt1/brat/Arf79F/Arf102F/Rab5/sky/lap/spin/mnb/lqfR/fwe/AP-2alpha,1.532653794368497
Biological process,L2_Syp,GO:0030837,negative regulation of actin filament polymerization,8/985,17/9160,0.0013036797200182883,chic/qua/Gel/cpb/LRR/CG31715/spoon/Svil,2.1296891273902285
Biological process,L2_Syp,GO:0030838,positive regulation of actin filament polymerization,8/985,17/9160,0.0013036797200182883,Lam/shi/svr/dia/Rack1/DAAM/LRR/chinmo,2.1296891273902285
Biological process,L2_Syp,GO:0031346,positive regulation of cell projection organization,18/985,67/9160,0.0013172842623727513,chic/Arpc1/Cdc42/Akt1/shot/DAAM/PlexA/Mipp1/par-6/LRR/Sar1/psidin/kra/pico/Arp3/Flo2/Imp/Rab1,1.3209877796251077
Biological process,L2_Syp,GO:0045471,response to ethanol,18/985,67/9160,0.0013172842623727513,Cam/Pka-C1/dnc/dlg1/pum/rl/Egfr/AcCoAS/cher/apt/Pka-R2/Akap200/Bacc/Gbs-70E/mura/CG17734/vsg/kra,1.3209877796251077
Biological process,L2_Syp,GO:0007029,endoplasmic reticulum organization,12/985,35/9160,0.0013172842623727513,ari-1/Vap33/ReepB/ergic53/jagn/Sar1/TRAM/Rtnl1/Bsg/Msp300/Sec24CD/TER94,1.6728314524167573
Biological process,L2_Syp,GO:0051017,actin filament bundle assembly,12/985,35/9160,0.0013172842623727513,ed/Actn/if/Tm1/mys/ctp/DAAM/Mtl/CG1674/jvl/Src42A/Fhos,1.6728314524167573
Biological process,L2_Syp,GO:0045807,positive regulation of endocytosis,13/985,40/9160,0.0013174087791622531,BicD/Chc/neur/drk/Arf79F/Moe/Smurf/krz/lap/mnb/Nedd4/garz/AP-2alpha,1.5956635918942976
Biological process,L2_Syp,GO:1901701,cellular response to oxygen-containing compound,36/985,181/9160,0.001327233705629841,Cam/Pka-C1/E(bx)/EcR/Hsp83/ImpL2/Pepck1/rl/mts/Rap1/drk/Akt1/dock/babo/Stat92E/Pdk1/Pi3K21B/Pka-R2/PRL-1/Smox/wdb/Akap200/JhI-21/Lnk/Mkrn1/Vps33B/dj-1beta/CycG/Jafrac1/Pp2A-29B/Thor/Myc/Lpin/sima/Ptp61F/br,0.8872310829996748
Biological process,L2_Syp,GO:0006468,protein phosphorylation,56/985,323/9160,0.001362658605689862,awd/Cam/CkIIbeta/Pka-C1/CycB/for/l(2)gl/polo/rl/shi/tkv/Egfr/mts/svr/fs(1)h/bt/Cdc42/Akt1/msn/babo/nmo/Trl/MAPk-Ak2/bnl/sty/Cdk4/Pdk/Lk6/Pdk1/Rack1/Pka-R2/fray/AMPKalpha/par-6/Dyrk3/wdb/CG8726/Hipk/Wnk/Tctp/CycG/Haspin/CG40191/chinmo/CG41520/mnb/Mob2/par-1/Atg1/CkIIalpha/smt3/Src42A/Doa/Ptp61F/Pak/SRPK,0.6891165360042467
Biological process,L2_Syp,GO:0008286,insulin receptor signaling pathway,19/985,73/9160,0.001362658605689862,Hsp83/ImpL2/rl/mts/drk/Akt1/dock/Pdk1/Pi3K21B/wdb/Lnk/Mkrn1/CycG/Pp2A-29B/Thor/Myc/Lpin/sima/Ptp61F,1.275254923204136
Biological process,L2_Syp,GO:0034330,cell junction organization,62/985,369/9160,0.0015424587996182746,Appl/awd/Gs2/kay/dlg1/l(2)gl/Atpalpha/pum/shi/tkv/pros/Rap1/mys/alpha-Cat/Lac/brat/Cdc42/Akt1/Sdc/cpb/nmo/Rab2/nrv2/fz2/Pdk1/par-6/Vap33/pod1/cold/Magi/Strip/Liprin-beta/Syp/Sar1/plum/Atx2/Fsn/spin/beta-Spec/alpha-Spec/mnb/Nedd4/Mob2/Nost/p120ctn/par-1/Atg1/CG42673/Thor/nej/pyd/Arp3/dysc/smt3/Src42A/Nrg/l(3)neo38/CrebB/Mcr/Pak/Imp/Rab1,0.6438712729670469
Biological process,L2_Syp,GO:0030835,negative regulation of actin filament depolymerization,6/985,10/9160,0.0015851225185246512,qua/Gel/cpb/LRR/CG31715/Svil,2.4801863744743615
Biological process,L2_Syp,GO:0051693,actin filament capping,6/985,10/9160,0.0015851225185246512,qua/Gel/cpb/LRR/CG31715/Svil,2.4801863744743615
Biological process,L2_Syp,GO:1990573,potassium ion import across plasma membrane,6/985,10/9160,0.0015851225185246512,Atpalpha/nrv1/nrv2/CG10413/Irk3/Wnk,2.4801863744743615
