exp_string,bins,meanCoverage,standardError,feature,merged_bins,max_cvg,norm_cvg,norm_SE
L2 Imp,28,7.026701465569163e-4,3.6182981989862196e-4,cds,78,0.03468693506670582,0.02025748729905436,0.010431299830982288
L2 Imp,29,7.026701465569163e-4,3.6182981989862196e-4,cds,79,0.03468693506670582,0.02025748729905436,0.010431299830982288
L2 Imp,30,6.798561807596138e-4,3.4574098367783e-4,cds,80,0.03468693506670582,0.019599776672461683,0.009967469971415514
L2 Imp,31,5.822124071471592e-4,3.0505227856670843e-4,cds,81,0.03468693506670582,0.01678477519064504,0.008794443152157085
L2 Imp,32,5.110328338595755e-4,3.0425224485493795e-4,cds,82,0.03468693506670582,0.014732718035675897,0.008771378741587746
L2 Imp,33,5.140746959658825e-4,2.759376059206478e-4,cds,83,0.03468693506670582,0.014820412785888252,0.00795508756798481
L2 Imp,34,4.5171652278658904e-4,2.882816531222964e-4,cds,84,0.03468693506670582,0.013022670406534945,0.008310957787648496
L2 Imp,35,6.022886970487854e-4,3.476617087482565e-4,cds,85,0.03468693506670582,0.017363560542046592,0.010022843127525525
L2 Imp,36,4.015257980325236e-4,2.8389310699275457e-4,cds,86,0.03468693506670582,0.011575707028031061,0.008184439081942664
L2 Imp,37,3.011443485243927e-4,2.2444171516087025e-4,cds,87,0.03468693506670582,0.008681780271023296,0.006470497169301654
L2 Imp,38,3.011443485243927e-4,2.2444171516087025e-4,cds,88,0.03468693506670582,0.008681780271023296,0.006470497169301654
L2 Imp,39,5.5209797229472e-4,3.213144803658917e-4,cds,89,0.03468693506670582,0.01591659716354271,0.009263271019707496
L2 Imp,40,3.3460483169376964e-4,2.412646124093745e-4,cds,90,0.03468693506670582,0.009646422523359217,0.006955489493245883
L2 Imp,41,3.011443485243927e-4,2.2444171516087025e-4,cds,91,0.03468693506670582,0.008681780271023296,0.006470497169301654
L2 Imp,42,4.5171652278658904e-4,2.702366606161479e-4,cds,92,0.03468693506670582,0.013022670406534945,0.0077907333149054734
L2 Imp,43,8.476655736242164e-4,3.770920214635533e-4,cds,93,0.03468693506670582,0.02443760372584335,0.01087129839342607
L2 Imp,44,7.026701465569163e-4,3.6182981989862196e-4,cds,94,0.03468693506670582,0.02025748729905436,0.010431299830982288
L2 Imp,45,5.130607419304468e-4,3.049874658128562e-4,cds,95,0.03468693506670582,0.014791181202484134,0.00879257464593918
L2 Imp,46,8.030515960650472e-4,4.014048383075217e-4,cds,96,0.03468693506670582,0.023151414056062122,0.011572219844030248
L2 Imp,47,9.36893528742555e-4,4.2307959263791474e-4,cds,97,0.03468693506670582,0.027009983065405807,0.012197087803355875
L2 Imp,48,5.855584554640969e-4,2.862841334838767e-4,cds,98,0.03468693506670582,0.01688123941587863,0.008253370698025895
L2 Imp,49,3.011443485243927e-4,2.2444171516087025e-4,cds,99,0.03468693506670582,0.008681780271023296,0.006470497169301654
L2 Imp,50,4.349862812019006e-4,2.8584874400689337e-4,cds,100,0.03468693506670582,0.012540349280366984,0.008240818724894051
L2 Imp,51,2.5313582919441705e-4,2.0747154679500815e-4,cds,101,0.03468693506670582,0.007297728343758712,0.005981259122376289
L2 Imp,52,2.007628990162618e-4,2.007628990162618e-4,cds,102,0.03468693506670582,0.005787853514015531,0.005787853514015531
L2 Imp,53,2.6768386535501573e-4,1.9508918255901786e-4,cds,103,0.03468693506670582,0.007717138018687375,0.005624284249497552
L2 Imp,54,4.2829418456802516e-4,2.656259967173246e-4,cds,104,0.03468693506670582,0.012347420829899798,0.007657811109759454
L2 Imp,55,7.695911128956703e-4,3.5869398781409483e-4,cds,105,0.03468693506670582,0.0221867718037262,0.010340895992231569
L2 Imp,56,6.424412768520377e-4,3.4995882781795545e-4,cds,106,0.03468693506670582,0.018521131244849696,0.010089067458538955
L2 Imp,57,4.015257980325236e-4,2.4584218235706773e-4,cds,107,0.03468693506670582,0.011575707028031061,0.007087457623001083
L2 Imp,58,6.022886970487854e-4,3.476617087482565e-4,cds,108,0.03468693506670582,0.017363560542046592,0.010022843127525525
L2 Imp,59,3.011443485243927e-4,2.2444171516087025e-4,cds,109,0.03468693506670582,0.008681780271023296,0.006470497169301654
L2 Imp,60,3.011443485243927e-4,2.129198302445659e-4,cds,110,0.03468693506670582,0.008681780271023296,0.006138329311456998
L2 Imp,61,5.576747194896161e-4,3.224239424822824e-4,cds,111,0.03468693506670582,0.01607737087226536,0.00929525603407262
L2 Imp,62,3.5133507327845815e-4,2.0383536513490392e-4,cds,112,0.03468693506670582,0.01012874364952718,0.005876430556430305
L2 Imp,63,2.007628990162618e-4,2.0076289901626177e-4,cds,113,0.03468693506670582,0.005787853514015531,0.00578785351401553
L2 Imp,64,2.007628990162618e-4,2.0076289901626177e-4,cds,114,0.03468693506670582,0.005787853514015531,0.00578785351401553
L2 Imp,65,3.8240552193573676e-4,2.4068129793900988e-4,cds,115,0.03468693506670582,0.011024482883839106,0.006938672946345938
L2 Imp,66,5.019072475406545e-4,3.0109059194621997e-4,cds,116,0.03468693506670582,0.014469633785038828,0.0086802305065927
L2 Imp,67,4.1825603961721206e-4,2.59681640268877e-4,cds,117,0.03468693506670582,0.012058028154199022,0.007486439484188727
L2 Imp,68,4.732268333954742e-4,2.8278198879875735e-4,cds,118,0.03468693506670582,0.013642797568750894,0.008152406324022126
L2 Imp,69,3.011443485243927e-4,2.2444171516087025e-4,cds,119,0.03468693506670582,0.008681780271023296,0.006470497169301654
L2 Imp,70,3.011443485243927e-4,2.2444171516087025e-4,cds,120,0.03468693506670582,0.008681780271023296,0.006470497169301654
L2 Imp,71,1.5057217426219636e-4,1.5057217426219633e-4,cds,121,0.03468693506670582,0.004340890135511648,0.004340890135511647
L2 Imp,72,6.692096633875393e-5,6.692096633875393e-5,cds,122,0.03468693506670582,0.0019292845046718437,0.0019292845046718437
L2 Imp,73,5.019072475406545e-4,3.0109059194621997e-4,cds,123,0.03468693506670582,0.014469633785038828,0.0086802305065927
L2 Imp,74,5.019072475406545e-4,3.0109059194621997e-4,cds,124,0.03468693506670582,0.014469633785038828,0.0086802305065927
L2 Imp,75,5.019072475406545e-4,3.0109059194621997e-4,cds,125,0.03468693506670582,0.014469633785038828,0.0086802305065927
L2 Imp,76,4.015257980325236e-4,2.8389310699275457e-4,cds,126,0.03468693506670582,0.011575707028031061,0.008184439081942664
L2 Imp,77,4.015257980325236e-4,2.8389310699275457e-4,cds,127,0.03468693506670582,0.011575707028031061,0.008184439081942664
L2 Imp,78,7.528608713109818e-4,3.788195118271234e-4,cds,128,0.03468693506670582,0.02170445067755824,0.010921100728519902
L2 Imp,79,7.026701465569163e-4,3.6182981989862196e-4,cds,129,0.03468693506670582,0.02025748729905436,0.010431299830982288
L2 Imp,80,4.5171652278658904e-4,2.5089717805310235e-4,cds,130,0.03468693506670582,0.013022670406534945,0.00723318960209677
L2 Imp,81,5.5209797229472e-4,3.213144803658917e-4,cds,131,0.03468693506670582,0.01591659716354271,0.009263271019707496
L2 Imp,82,7.026701465569163e-4,3.6182981989862196e-4,cds,132,0.03468693506670582,0.02025748729905436,0.010431299830982288
L2 Imp,83,6.022886970487854e-4,3.1735114015526034e-4,cds,133,0.03468693506670582,0.017363560542046592,0.009149010702299528
L2 Imp,84,8.416598458758668e-4,3.774216104375635e-4,cds,134,0.03468693506670582,0.024264462808757416,0.01088080021229177
L2 Imp,85,9.01574129841546e-4,3.813370873890893e-4,cds,135,0.03468693506670582,0.025991749576829003,0.010993680665522821
L2 Imp,86,8.184948959893749e-4,3.55508432679252e-4,cds,136,0.03468693506670582,0.02359663355714024,0.010249058672828262
L2 Imp,87,8.957113956110142e-4,4.119245063036668e-4,cds,137,0.03468693506670582,0.02582273106253083,0.011875494491268896
L2 Imp,88,5.636804472379658e-4,3.073418637062392e-4,cds,138,0.03468693506670582,0.0162505117893513,0.008860450285249927
L2 Imp,89,5.019072475406545e-4,3.0109059194621997e-4,cds,139,0.03468693506670582,0.014469633785038828,0.0086802305065927
L2 Imp,90,6.022886970487854e-4,3.1735114015526034e-4,cds,140,0.03468693506670582,0.017363560542046592,0.009149010702299528
L2 Imp,91,4.349862812019005e-4,2.6128826878062453e-4,cds,141,0.03468693506670582,0.012540349280366982,0.007532757456896834
L2 Imp,92,8.365120792344241e-4,3.5866390140010024e-4,cds,142,0.03468693506670582,0.024116056308398044,0.010340028622026137
L2 Imp,93,9.70354011911932e-4,4.1907522081466016e-4,cds,143,0.03468693506670582,0.02797462531774173,0.012081644573345676
L2 Imp,94,0.0014889915010372749,5.117369301561059e-4,cds,144,0.03468693506670582,0.04292658022894852,0.014753016637878034
L2 Imp,95,0.0019340159271899887,6.017625956901881e-4,cds,145,0.03468693506670582,0.055756322185016284,0.01734839340901551
L2 Imp,96,0.0014990296459880881,5.339942907480936e-4,cds,146,0.03468693506670582,0.0432159729046493,0.01539468072694168
L2 Imp,97,0.0011376564277588168,4.2561997856034703e-4,cds,147,0.03468693506670582,0.03279783657942134,0.012270325347046229
L2 Imp,98,0.0013584956166767049,4.936671862855256e-4,cds,148,0.03468693506670582,0.03916447544483843,0.014232078600665153
L2 Imp,99,0.0014588770661848357,5.233410719826991e-4,cds,149,0.03468693506670582,0.04205840220184619,0.015087555904731027
L2 Imp,100,7.82975306163421e-4,3.4233048037331194e-4,cds,150,0.03468693506670582,0.02257262870466057,0.009869147554114608
L2 Imp,1,0.013595157361213014,0.0014304268216499055,threeUTRs,150.75,0.03468693506670582,0.3919388477266271,0.04123820161392402
L2 Imp,2,0.012144569106877572,0.0012804969414330605,threeUTRs,151.5,0.03468693506670582,0.3501194061545816,0.03691582836507636
L2 Imp,3,0.01612744754374826,0.0015882432770932642,threeUTRs,152.25,0.03468693506670582,0.46494299691609703,0.045787939292962675
L2 Imp,4,0.016146527046076022,0.001527224028147896,threeUTRs,153,0.03468693506670582,0.4654930455811368,0.04402879715982167
L2 Imp,5,0.018114488744564238,0.0016012875189588328,threeUTRs,153.75,0.03468693506670582,0.5222280005347429,0.046163995633497906
L2 Imp,6,0.020877157066984016,0.0017196772848826478,threeUTRs,154.5,0.03468693506670582,0.6018737898530249,0.04957708951729427
L2 Imp,7,0.021067780110246452,0.0017559002675231487,threeUTRs,155.25,0.03468693506670582,0.6073693184402538,0.050621372691084084
L2 Imp,8,0.02236263165498272,0.0018020326705375119,threeUTRs,156,0.03468693506670582,0.6446989799467018,0.05195133750134036
L2 Imp,9,0.021728355062669798,0.0017917664908981398,threeUTRs,156.75,0.03468693506670582,0.626413230828391,0.05165537074556821
L2 Imp,10,0.021302237916403167,0.0017672740009645974,threeUTRs,157.5,0.03468693506670582,0.6141285724852086,0.05094926944585865
L2 Imp,11,0.021494204528179184,0.001784601946749833,threeUTRs,158.25,0.03468693506670582,0.6196628352099737,0.05144882196475121
L2 Imp,12,0.021682626713070856,0.0017759877888249508,threeUTRs,159,0.03468693506670582,0.6250949145945985,0.05120048183587223
L2 Imp,13,0.022078924956795126,0.001792818312690745,threeUTRs,159.75,0.03468693506670582,0.6365199148998187,0.051685694029841744
L2 Imp,14,0.023023476002850585,0.001831003165529525,threeUTRs,160.5,0.03468693506670582,0.663750658816484,0.052786536544908225
L2 Imp,15,0.023949673307941,0.0018839661952765017,threeUTRs,161.25,0.03468693506670582,0.6904522772589685,0.054313423531179114
L2 Imp,16,0.023434012983418035,0.0017920049991552974,threeUTRs,162,0.03468693506670582,0.6755861519143306,0.05166224677127353
L2 Imp,17,0.025767913073617237,0.0019796150221221753,threeUTRs,162.75,0.03468693506670582,0.7428708539415037,0.05707091209745726
L2 Imp,18,0.02408583022391003,0.0018623397316806826,threeUTRs,163.5,0.03468693506670582,0.6943775856123063,0.05368994775984822
L2 Imp,19,0.024530264148215762,0.0019014757035364395,threeUTRs,164.25,0.03468693506670582,0.7071903038144494,0.05481821036882463
L2 Imp,20,0.02631877972425139,0.00195853937582943,threeUTRs,165,0.03468693506670582,0.7587519529655249,0.056463316002494844
L2 Imp,21,0.02408573796397585,0.0018669741473826276,threeUTRs,165.75,0.03468693506670582,0.6943749258231379,0.05382355471281286
L2 Imp,22,0.024960301725636604,0.0019264640701537627,threeUTRs,166.5,0.03468693506670582,0.7195879854370499,0.05553860744539737
L2 Imp,23,0.026126427843252392,0.001978748192427269,threeUTRs,167.25,0.03468693506670582,0.7532065831993842,0.057045922005561286
L2 Imp,24,0.028427283276447182,0.0020596606377933347,threeUTRs,168,0.03468693506670582,0.8195386309507943,0.059378571033515605
L2 Imp,25,0.02810431656650947,0.002037279896371669,threeUTRs,168.75,0.03468693506670582,0.8102277273118126,0.05873334996170209
L2 Imp,26,0.02796333912371891,0.002021240710089851,threeUTRs,169.5,0.03468693506670582,0.8061634465525167,0.058270951475039225
L2 Imp,27,0.02595694184595051,0.001958209978691147,threeUTRs,170.25,0.03468693506670582,0.7483204208164597,0.05645381971411856
L2 Imp,28,0.027733923476447805,0.0020071602686928002,threeUTRs,171,0.03468693506670582,0.79954955441042,0.05786502222905733
L2 Imp,29,0.02743646992802183,0.0020055625377650476,threeUTRs,171.75,0.03468693506670582,0.7909741773165964,0.05781896076745283
L2 Imp,30,0.028145028721272895,0.0020454959668987694,threeUTRs,172.5,0.03468693506670582,0.8114014301680935,0.058970213510219714
L2 Imp,31,0.02873739209491116,0.0020356737422038986,threeUTRs,173.25,0.03468693506670582,0.8284788506002851,0.05868704566399802
L2 Imp,32,0.029113900139193464,0.002065492437200451,threeUTRs,174,0.03468693506670582,0.8393333133413214,0.05954669771856003
L2 Imp,33,0.027893073288157114,0.0020274762776105524,threeUTRs,174.75,0.03468693506670582,0.8041377318150609,0.05845071851149574
L2 Imp,34,0.02661035328908412,0.0019779372735332836,threeUTRs,175.5,0.03468693506670582,0.7671578142580263,0.05702254378282625
L2 Imp,35,0.02816872795800045,0.002027838984334166,threeUTRs,176.25,0.03468693506670582,0.812084662534458,0.05846117509184555
L2 Imp,36,0.029346795929060053,0.0020728360352033786,threeUTRs,177,0.03468693506670582,0.8460475355526155,0.059758408496373205
L2 Imp,37,0.0297741054590145,0.0021071680828147407,threeUTRs,177.75,0.03468693506670582,0.8583665694808854,0.06074817734004125
L2 Imp,38,0.031457740165824616,0.0021542654673789826,threeUTRs,178.5,0.03468693506670582,0.9069045767615042,0.06210596189130443
L2 Imp,39,0.029667796065557736,0.0020821587847754956,threeUTRs,179.25,0.03468693506670582,0.8553017442591608,0.06002717682526097
L2 Imp,40,0.029679968213586403,0.0020532820561251003,threeUTRs,180,0.03468693506670582,0.8556526587462799,0.05919468099953111
L2 Imp,41,0.030298548806487295,0.0020926354110061426,threeUTRs,180.75,0.03468693506670582,0.873485903214588,0.06032921060860042
L2 Imp,42,0.030041459224344428,0.0021322615678486,threeUTRs,181.5,0.03468693506670582,0.8660741909474631,0.06147160490680674
L2 Imp,43,0.029689595217337186,0.0020932137468400685,threeUTRs,182.25,0.03468693506670582,0.8559301985096597,0.06034588362490509
L2 Imp,44,0.028372930311187407,0.002019898240716007,threeUTRs,183,0.03468693506670582,0.817971673098933,0.05823224902493049
L2 Imp,45,0.029604573282030314,0.0020974492091061815,threeUTRs,183.75,0.03468693506670582,0.8534790757701219,0.06046798903023905
L2 Imp,46,0.02827476504585151,0.002040466556948974,threeUTRs,184.5,0.03468693506670582,0.8151416373766325,0.05882521915023595
L2 Imp,47,0.02989414321127388,0.0021312423620974286,threeUTRs,185.25,0.03468693506670582,0.861827173654432,0.06144222192012281
L2 Imp,48,0.03140464334024249,0.0021493756666828437,threeUTRs,186,0.03468693506670582,0.9053738325351833,0.06196499236814721
L2 Imp,49,0.031749003192755726,0.0021764942974634716,threeUTRs,186.75,0.03468693506670582,0.9153014854641897,0.06274680346585522
L2 Imp,50,0.029308110187741137,0.0020805684090691745,threeUTRs,187.5,0.03468693506670582,0.8449322527741134,0.059981327409529585
L2 Imp,51,0.028653793486193808,0.002034301848368914,threeUTRs,188.25,0.03468693506670582,0.8260687613676508,0.05864749492732018
L2 Imp,52,0.030978849480170347,0.0021695254352052896,threeUTRs,189,0.03468693506670582,0.8930984943061554,0.06254589605663097
L2 Imp,53,0.031704881886755555,0.002169217126522233,threeUTRs,189.75,0.03468693506670582,0.914029499169773,0.06253700773362221
L2 Imp,54,0.03032023593723799,0.002098289448355427,threeUTRs,190.5,0.03468693506670582,0.8741111279774271,0.06049221253824372
L2 Imp,55,0.033020312269042014,0.002198892698268213,threeUTRs,191.25,0.03468693506670582,0.9519524341237198,0.06339253364529215
L2 Imp,56,0.03376733950426009,0.0022421964526914626,threeUTRs,192,0.03468693506670582,0.973488705165871,0.06464095050137855
L2 Imp,57,0.03372809464657257,0.0022213660307078783,threeUTRs,192.75,0.03468693506670582,0.9723573034547643,0.06404042405118843
L2 Imp,58,0.031161909327093597,0.002122604174108811,threeUTRs,193.5,0.03468693506670582,0.8983759812496173,0.06119318902136696
L2 Imp,59,0.03247701194893469,0.002216422587485737,threeUTRs,194.25,0.03468693506670582,0.9362894670998961,0.06389790805164466
L2 Imp,60,0.033202772868701755,0.0022361793857987276,threeUTRs,195,0.03468693506670582,0.9572126451890345,0.06446748268471607
L2 Imp,61,0.03251032637453027,0.002223779013875295,threeUTRs,195.75,0.03468693506670582,0.9372498986148602,0.0641099886628434
L2 Imp,62,0.031123305374742772,0.0021906179246444788,threeUTRs,196.5,0.03468693506670582,0.8972630563896783,0.06315397772768741
L2 Imp,63,0.030969071277191892,0.0021449904558901597,threeUTRs,197.25,0.03468693506670582,0.8928165955751303,0.06183856981786276
L2 Imp,64,0.031013925182390226,0.0021635749827281247,threeUTRs,198,0.03468693506670582,0.8941097021904042,0.062374348686829575
L2 Imp,65,0.033408939796797835,0.002275870370056459,threeUTRs,198.75,0.03468693506670582,0.9631562930697021,0.06561174591181879
L2 Imp,66,0.031928020516049635,0.002182521900607502,threeUTRs,199.5,0.03468693506670582,0.9204624292878409,0.06292057503524984
L2 Imp,67,0.03126566753679668,0.002190297955311391,threeUTRs,200.25,0.03468693506670582,0.9013672576337529,0.06314475323631992
L2 Imp,68,0.030951910237712266,0.0021667445828396107,threeUTRs,201,0.03468693506670582,0.8923218548479191,0.062465726034104295
L2 Imp,69,0.029730810285365554,0.002065708369903359,threeUTRs,201.75,0.03468693506670582,0.8571184000025015,0.0595529229068764
L2 Imp,70,0.029673232529793783,0.0020919298916652297,threeUTRs,202.5,0.03468693506670582,0.855458473708609,0.06030887098102721
L2 Imp,71,0.0311756065397802,0.0021496435590447538,threeUTRs,203.25,0.03468693506670582,0.8987708622807682,0.06197271551697529
L2 Imp,72,0.03148658984642471,0.0021616310415230894,threeUTRs,204,0.03468693506670582,0.907736292810922,0.062318306225848316
L2 Imp,73,0.031096157039669607,0.0021099964679892956,threeUTRs,204.75,0.03468693506670582,0.8964803889380584,0.06082971770009658
L2 Imp,74,0.031894130066896155,0.0021484977101589825,threeUTRs,205.5,0.03468693506670582,0.9194853914178676,0.06193968149757958
L2 Imp,75,0.03468693506670582,0.0023119869009147927,threeUTRs,206.25,0.03468693506670582,1,0.06665296015542026
L2 Imp,76,0.031682546150355644,0.0021639408016424096,threeUTRs,207,0.03468693506670582,0.9133855755611591,0.06238489498945278
L2 Imp,77,0.03200090329504336,0.0021518631460490044,threeUTRs,207.75,0.03468693506670582,0.9225635886682696,0.06203670465294196
L2 Imp,78,0.031686746935466345,0.0021456014544846296,threeUTRs,208.5,0.03468693506670582,0.9135066812484336,0.06185618447863619
L2 Imp,79,0.033426516418042285,0.002219453685417841,threeUTRs,209.25,0.03468693506670582,0.9636630147276015,0.0639852924782674
L2 Imp,80,0.034342674481211005,0.0022711172833763324,threeUTRs,210,0.03468693506670582,0.9900752088694844,0.06547471775781827
L2 Imp,81,0.0340260003878564,0.0022318223881815026,threeUTRs,210.75,0.03468693506670582,0.9809457169514002,0.06434187350048441
L2 Imp,82,0.03177772196211582,0.002107715510457183,threeUTRs,211.5,0.03468693506670582,0.9161294274344117,0.06076395929487208
L2 Imp,83,0.032365309232289495,0.002160109208328233,threeUTRs,212.25,0.03468693506670582,0.9330691561548564,0.06227443284262983
L2 Imp,84,0.031746287791559455,0.002156275838030404,threeUTRs,213,0.03468693506670582,0.9152232023529535,0.06216391946661499
L2 Imp,85,0.028960361290556874,0.0020390586010970908,threeUTRs,213.75,0.03468693506670582,0.8349068960651533,0.05878462877091372
L2 Imp,86,0.028517942989855487,0.0020703647860170907,threeUTRs,214.5,0.03468693506670582,0.8221522868772679,0.05968716411627634
L2 Imp,87,0.025302345457680377,0.001966941943605892,threeUTRs,215.25,0.03468693506670582,0.72944886623802,0.056705556135856386
L2 Imp,88,0.021732254829646414,0.001787001006641897,threeUTRs,216,0.03468693506670582,0.6265256583740682,0.05151798517814698
L2 Imp,89,0.022096365876097354,0.0017851841543103527,threeUTRs,216.75,0.03468693506670582,0.6370227243659388,0.05146560660021698
L2 Imp,90,0.02309400174937473,0.0018437682242162562,threeUTRs,217.5,0.03468693506670582,0.6657838666046185,0.053154544230285525
L2 Imp,91,0.019832704069874134,0.0016717990295482923,threeUTRs,218.25,0.03468693506670582,0.5717629427833338,0.04819679300962411
L2 Imp,92,0.017173043803803065,0.0015751410361178892,threeUTRs,219,0.03468693506670582,0.4950868034543235,0.04541021087878661
L2 Imp,93,0.01691473749782804,0.0015784330985979893,threeUTRs,219.75,0.03468693506670582,0.48764001389282774,0.04550511873022316
L2 Imp,94,0.016841755532484688,0.001585084000577245,threeUTRs,220.5,0.03468693506670582,0.48553599503953326,0.045696859567701746
L2 Imp,95,0.013435898528769554,0.0014016784022630989,threeUTRs,221.25,0.03468693506670582,0.3873475273307146,0.04040940485423565
L2 Imp,96,0.013954404802962752,0.001420235690059265,threeUTRs,222,0.03468693506670582,0.40229569940749416,0.04094439844073959
L2 Imp,97,0.012121870231601137,0.0013211242006467988,threeUTRs,222.75,0.03468693506670582,0.34946501350695264,0.03808708374222654
L2 Imp,98,0.011756549297049751,0.0013392156343437736,threeUTRs,223.5,0.03468693506670582,0.3389330672900602,0.038608647081915776
L2 Imp,99,0.00969251008921307,0.0012031370507458868,threeUTRs,224.25,0.03468693506670582,0.2794282651544041,0.034685596995876276
L2 Imp,100,0.0083039638727759775,0.0011271504971254343,threeUTRs,225,0.03468693506670582,0.2393974520033775,0.03249495797071236
L2 Syp,1,7.780859432288243e-4,2.7781175130860196e-4,fiveUTRs,0.5,0.00950034147960891,0.081900839553912,0.029242291122364827
L2 Syp,2,0.0019446085214982055,5.31923579842619e-4,fiveUTRs,1,0.00950034147960891,0.20468827627638675,0.05598994320196963
L2 Syp,3,0.0015643211081732226,4.3354940129831313e-4,fiveUTRs,1.5,0.00950034147960891,0.16465946108682603,0.045635138718841145
L2 Syp,4,0.001461418031010459,4.825179210765402e-4,fiveUTRs,2,0.00950034147960891,0.15382794756874565,0.050789534472228615
L2 Syp,5,0.0014286221964202096,4.71838946044167e-4,fiveUTRs,2.5,0.00950034147960891,0.15037587853937015,0.049665472241908364
L2 Syp,6,6.396976654467763e-4,2.980467478387357e-4,fiveUTRs,3,0.00950034147960891,0.06733417602091393,0.03137221419655802
L2 Syp,7,8.615106408811904e-4,3.7724157937382827e-4,fiveUTRs,3.5,0.00950034147960891,0.09068207103189886,0.039708212613569945
L2 Syp,8,0.0011884240894338976,4.191480055238887e-4,fiveUTRs,4,0.00950034147960891,0.12509277608438343,0.04411925681024502
L2 Syp,9,8.441840560164914e-4,3.8178974939015426e-4,fiveUTRs,4.5,0.00950034147960891,0.08885828554988351,0.040186950143803774
L2 Syp,10,0.0011294541792973302,4.03269045572555e-4,fiveUTRs,5,0.00950034147960891,0.11888564023951538,0.04244784742086512
L2 Syp,11,7.887783445691985e-4,3.606915484534543e-4,fiveUTRs,5.5,0.00950034147960891,0.08302631502901191,0.03796616671386242
L2 Syp,12,5.208184016131036e-4,2.899890533170214e-4,fiveUTRs,6,0.00950034147960891,0.05482101908978366,0.03052406631271522
L2 Syp,13,8.034740519926996e-4,3.15724608158896e-4,fiveUTRs,6.5,0.00950034147960891,0.08457317599764586,0.033232974713230314
L2 Syp,14,4.5249638333688365e-4,2.5558834410481404e-4,fiveUTRs,7,0.00950034147960891,0.04762948619353323,0.0269030691847653
L2 Syp,15,5.050299032447031e-4,2.748350212115426e-4,fiveUTRs,7.5,0.00950034147960891,0.05315913163002359,0.028928962374819435
L2 Syp,16,9.39090343063853e-4,3.6277420254944283e-4,fiveUTRs,8,0.00950034147960891,0.09884806194382303,0.038185385580937745
L2 Syp,17,6.052078899761019e-4,2.911504355288659e-4,fiveUTRs,8.5,0.00950034147960891,0.06370380383432446,0.03064631267768402
L2 Syp,18,4.4229746216501185e-4,2.3613725760081493e-4,fiveUTRs,9,0.00950034147960891,0.046555954132210774,0.024855659989448685
L2 Syp,19,7.595750363265177e-4,3.682589054031889e-4,fiveUTRs,9.5,0.00950034147960891,0.07995239307522094,0.038762701971671504
L2 Syp,20,9.508519442294277e-4,4.022304541566532e-4,fiveUTRs,10,0.00950034147960891,0.10008608072354998,0.04233852593824989
L2 Syp,21,8.028092148317983e-4,3.515775533614544e-4,fiveUTRs,10.5,0.00950034147960891,0.0845031956540626,0.03700683329289416
L2 Syp,22,7.449304242612016e-4,3.736598208428921e-4,fiveUTRs,11,0.00950034147960891,0.07841091037202036,0.03933119895162696
L2 Syp,23,7.148827084885546e-4,3.4109398989988233e-4,fiveUTRs,11.5,0.00950034147960891,0.07524810660995139,0.03590333996225194
L2 Syp,24,0.0014094018955227916,4.839351689597692e-4,fiveUTRs,12,0.00950034147960891,0.14835276169260506,0.050938713097678126
L2 Syp,25,0.001592079737775102,5.315409096480833e-4,fiveUTRs,12.5,0.00950034147960891,0.16758131707078822,0.055949663576720675
L2 Syp,26,0.0018237204163736396,5.641465622357543e-4,fiveUTRs,13,0.00950034147960891,0.19196366996786252,0.05938171416749726
L2 Syp,27,7.869179452562957e-4,3.5141551374670256e-4,fiveUTRs,13.5,0.00950034147960891,0.08283049056134452,0.036989777104429813
L2 Syp,28,6.333361385700629e-4,3.116477840598489e-4,fiveUTRs,14,0.00950034147960891,0.06666456568213112,0.03280385075933904
L2 Syp,29,8.236336878720985e-4,4.0177957452046007e-4,fiveUTRs,14.5,0.00950034147960891,0.08669516665689411,0.04229106662984915
L2 Syp,30,0.0010198135198135198,4.0893545217138966e-4,fiveUTRs,15,0.00950034147960891,0.10734493302187083,0.04304428983411908
L2 Syp,31,9.625231642385046e-4,4.0995265219066545e-4,fiveUTRs,15.5,0.00950034147960891,0.10131458603929336,0.043151359671709556
L2 Syp,32,7.173644121355894e-4,2.898978863755319e-4,fiveUTRs,16,0.00950034147960891,0.07550932918309378,0.030514470137495076
L2 Syp,33,0.0012040939193257074,4.91322549536952e-4,fiveUTRs,16.5,0.00950034147960891,0.1267421725745457,0.05171630415511945
L2 Syp,34,0.001759315004348117,5.449489227230193e-4,fiveUTRs,17,0.00950034147960891,0.18518439659503066,0.05736098264390519
L2 Syp,35,0.001890545501764824,6.044726650841985e-4,fiveUTRs,17.5,0.00950034147960891,0.19899763664523032,0.0636264145222159
L2 Syp,36,6.469758372496338e-4,0.00032813696699772775,fiveUTRs,18,0.00950034147960891,0.06810027183109918,0.03453949183848029
L2 Syp,37,8.875002595029999e-4,3.932079089587339e-4,fiveUTRs,18.5,0.00950034147960891,0.09341772202692808,0.04138881847591447
L2 Syp,38,0.0011406598526945639,4.6156473768772484e-4,fiveUTRs,19,0.00950034147960891,0.12006514241017788,0.04858401549864348
L2 Syp,39,0.0017132999673637843,5.497968968502536e-4,fiveUTRs,19.5,0.00950034147960891,0.18034088259260272,0.057871277367272746
L2 Syp,40,0.0013416602910242988,4.968367063923403e-4,fiveUTRs,20,0.00950034147960891,0.14122232278744673,0.05229672085563739
