gene_id,gene_name,imp_target,syp_target,cluster_id,cluster_description,sypKO_l2fc,sypKO_padj
FBgn0262972,lncRNA:cherub,TRUE,TRUE,Cluster III,Higher Syp binding,-1.409568935,1.23246e-5
FBgn0063127,lncRNA:CR33938,TRUE,TRUE,Cluster III,Higher Syp binding,-1.330068233,4.69004e-14
FBgn0039642,CG11882,FALSE,TRUE,Cluster III,Higher Syp binding,-1.304372329,9.03773e-6
FBgn0030665,CG15646,FALSE,TRUE,Cluster III,Higher Syp binding,-1.262546443,0.001265443
FBgn0038071,Dtg,FALSE,TRUE,Cluster III,Higher Syp binding,-1.162151173,0.001096401
FBgn0036565,CG5235,FALSE,TRUE,Cluster III,Higher Syp binding,-0.974054268,0.016723712
FBgn0004595,pros,TRUE,TRUE,Cluster III,Higher Syp binding,-0.947910243,0.018828483
FBgn0003087,pim,FALSE,TRUE,Cluster III,Higher Syp binding,-0.856229008,0.087252531
FBgn0025712,CG13920,FALSE,TRUE,Cluster III,Higher Syp binding,-0.841020905,1.37454e-4
FBgn0011327,Uch-L5,FALSE,TRUE,Cluster III,Higher Syp binding,-0.814286179,0.008049302
FBgn0030158,CG9686,FALSE,TRUE,Cluster III,Higher Syp binding,-0.778570298,0.07179426
FBgn0032297,CG17124,TRUE,TRUE,Cluster III,Higher Syp binding,-0.773004898,0.01113658
FBgn0001226,Hsp27,FALSE,TRUE,Cluster III,Higher Syp binding,-0.772571262,0.033357069
FBgn0020660,eIF4B,FALSE,TRUE,Cluster III,Higher Syp binding,-0.764719721,0.011813855
FBgn0030241,feo,FALSE,TRUE,Cluster III,Higher Syp binding,-0.758829702,0.001289638
FBgn0052441,CG32441,FALSE,TRUE,Cluster III,Higher Syp binding,-0.754351576,0.021185245
FBgn0002466,sti,FALSE,TRUE,Cluster III,Higher Syp binding,-0.750473334,4.6118e-4
FBgn0004419,me31B,FALSE,TRUE,Cluster III,Higher Syp binding,-0.732013131,0.176285023
FBgn0032646,mEFTs,FALSE,TRUE,Cluster III,Higher Syp binding,-0.722746242,0.003719316
FBgn0267727,Pen,TRUE,TRUE,Cluster III,Higher Syp binding,-0.698099599,0.008377552
FBgn0011606,Klp3A,FALSE,TRUE,Cluster III,Higher Syp binding,-0.690618382,0.00180445
FBgn0015283,Rpn10,FALSE,TRUE,Cluster III,Higher Syp binding,-0.655289641,0.192671325
FBgn0035120,wac,FALSE,TRUE,Cluster III,Higher Syp binding,-0.642423636,0.048085031
FBgn0010382,CycE,TRUE,TRUE,Cluster III,Higher Syp binding,-0.640577631,0.00200891
FBgn0037342,CG2931,FALSE,TRUE,Cluster III,Higher Syp binding,-0.637027246,0.021168265
FBgn0264490,Eip93F,FALSE,TRUE,Cluster III,Higher Syp binding,-0.636947829,0.180918843
FBgn0010501,Dcp-1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.627118097,0.134155201
FBgn0033000,CG14464,FALSE,TRUE,Cluster III,Higher Syp binding,-0.594819594,0.008297448
FBgn0003462,Sod1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.590341636,0.195729113
FBgn0021776,mira,TRUE,TRUE,Cluster III,Higher Syp binding,-0.579339537,0.059099286
FBgn0038043,CG17202,FALSE,TRUE,Cluster III,Higher Syp binding,-0.576323063,0.029738804
FBgn0027339,jim,TRUE,TRUE,Cluster III,Higher Syp binding,-0.574602415,0.21170345
FBgn0015929,dpa,FALSE,TRUE,Cluster III,Higher Syp binding,-0.572857143,0.216428802
FBgn0038608,WRNexo,FALSE,TRUE,Cluster III,Higher Syp binding,-0.569788081,0.211239344
FBgn0000405,CycB,FALSE,TRUE,Cluster III,Higher Syp binding,-0.564813416,0.052122592
FBgn0029113,Uba2,FALSE,TRUE,Cluster III,Higher Syp binding,-0.543849958,0.009215989
FBgn0033021,CG10417,FALSE,TRUE,Cluster III,Higher Syp binding,-0.525158661,0.394691277
FBgn0014879,Set,TRUE,TRUE,Cluster III,Higher Syp binding,-0.522076676,0.230934212
FBgn0032884,Pomp,FALSE,TRUE,Cluster III,Higher Syp binding,-0.493967718,0.365975691
FBgn0000404,CycA,TRUE,TRUE,Cluster III,Higher Syp binding,-0.49333977,0.242553323
FBgn0032198,eEF1delta,FALSE,TRUE,Cluster III,Higher Syp binding,-0.48979706,0.382328186
FBgn0010228,HmgZ,TRUE,TRUE,Cluster III,Higher Syp binding,-0.488514528,0.071130373
FBgn0010215,alpha-Cat,FALSE,TRUE,Cluster III,Higher Syp binding,-0.488355351,0.391284418
FBgn0264922,smt3,TRUE,TRUE,Cluster III,Higher Syp binding,-0.481843176,0.096592724
FBgn0014861,Mcm2,FALSE,TRUE,Cluster III,Higher Syp binding,-0.479529714,0.301229245
FBgn0010316,dap,FALSE,TRUE,Cluster III,Higher Syp binding,-0.479284403,0.324264451
FBgn0016126,CaMKI,TRUE,TRUE,Cluster III,Higher Syp binding,-0.478165697,0.390371157
FBgn0040718,CG15353,FALSE,TRUE,Cluster III,Higher Syp binding,-0.477419909,0.529596523
FBgn0017577,Mcm5,FALSE,TRUE,Cluster III,Higher Syp binding,-0.474257443,0.429902548
FBgn0087035,AGO2,TRUE,FALSE,Cluster III,Higher Syp binding,-0.467804016,0.351473268
FBgn0036915,Prp3,FALSE,TRUE,Cluster III,Higher Syp binding,-0.466203338,0.092082097
FBgn0010774,Ref1,TRUE,TRUE,Cluster III,Higher Syp binding,-0.45731502,0.172609047
FBgn0004108,Nrt,TRUE,TRUE,Cluster III,Higher Syp binding,-0.453521918,0.172770523
FBgn0026199,myo,TRUE,TRUE,Cluster III,Higher Syp binding,-0.446408861,0.212974673
FBgn0019660,lncRNA:roX2,FALSE,TRUE,Cluster III,Higher Syp binding,-0.445757139,0.431106887
FBgn0028836,CSN7,FALSE,TRUE,Cluster III,Higher Syp binding,-0.436096612,0.422951427
FBgn0035692,Sf3b6,FALSE,TRUE,Cluster III,Higher Syp binding,-0.431255176,0.066925183
FBgn0039924,PIP4K,FALSE,TRUE,Cluster III,Higher Syp binding,-0.431033154,0.454529144
FBgn0011704,RnrS,FALSE,TRUE,Cluster III,Higher Syp binding,-0.42731698,0.509977569
FBgn0011726,tsr,FALSE,TRUE,Cluster III,Higher Syp binding,-0.426392184,0.466262683
FBgn0036522,Phs,TRUE,TRUE,Cluster III,Higher Syp binding,-0.41878447,0.281703575
FBgn0040011,Slmap,FALSE,TRUE,Cluster III,Higher Syp binding,-0.414604681,0.443211487
FBgn0015379,dod,FALSE,TRUE,Cluster III,Higher Syp binding,-0.413564574,0.228937227
FBgn0264794,lncRNA:CR44024,FALSE,TRUE,Cluster III,Higher Syp binding,-0.409076605,0.301229245
FBgn0027093,ArgRS,FALSE,TRUE,Cluster III,Higher Syp binding,-0.408799831,0.543359831
FBgn0029882,CG3226,FALSE,TRUE,Cluster III,Higher Syp binding,-0.406566543,0.225790338
FBgn0002284,Prosbeta6,FALSE,TRUE,Cluster III,Higher Syp binding,-0.40542372,0.433423856
FBgn0032200,CG5676,FALSE,TRUE,Cluster III,Higher Syp binding,-0.402212662,0.585840647
FBgn0003124,polo,FALSE,TRUE,Cluster III,Higher Syp binding,-0.3920582,0.390371157
FBgn0030093,Bap111,FALSE,TRUE,Cluster III,Higher Syp binding,-0.388677891,0.186611266
FBgn0001224,Hsp23,FALSE,TRUE,Cluster III,Higher Syp binding,-0.387992442,0.613991027
FBgn0001281,janB,FALSE,TRUE,Cluster III,Higher Syp binding,-0.381379621,0.560906407
FBgn0000996,dup,FALSE,TRUE,Cluster III,Higher Syp binding,-0.379553481,0.298378548
FBgn0010288,Uch,TRUE,TRUE,Cluster III,Higher Syp binding,-0.377121747,0.506755263
FBgn0050009,lncRNA:CR30009,TRUE,TRUE,Cluster III,Higher Syp binding,-0.374609038,0.515258945
FBgn0040010,CG17493,FALSE,TRUE,Cluster III,Higher Syp binding,-0.37458995,0.111057504
FBgn0010173,RpA-70,FALSE,TRUE,Cluster III,Higher Syp binding,-0.366155653,0.596443716
FBgn0027537,Nup93-1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.361889475,0.253204824
FBgn0004584,Rrp1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.355960626,0.451428167
FBgn0036354,Poc1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.355537588,0.594109531
FBgn0003607,Su(var)205,TRUE,TRUE,Cluster III,Higher Syp binding,-0.351271941,0.60812402
FBgn0033029,Not3,FALSE,TRUE,Cluster III,Higher Syp binding,-0.351148566,0.494864529
FBgn0044324,Chro,FALSE,TRUE,Cluster III,Higher Syp binding,-0.348071811,0.236487469
FBgn0260798,Gprk1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.347515238,0.585840647
FBgn0011705,rost,FALSE,TRUE,Cluster III,Higher Syp binding,-0.345503187,0.34089514
FBgn0040066,wds,FALSE,TRUE,Cluster III,Higher Syp binding,-0.344281001,0.204611469
FBgn0039970,CG17508,FALSE,TRUE,Cluster III,Higher Syp binding,-0.341725159,0.531635742
FBgn0005411,U2af50,FALSE,TRUE,Cluster III,Higher Syp binding,-0.340028623,0.336204127
FBgn0039977,CG17454,FALSE,TRUE,Cluster III,Higher Syp binding,-0.338837864,0.466544788
FBgn0038453,Arl6IP1,TRUE,TRUE,Cluster III,Higher Syp binding,-0.338422051,0.252275236
FBgn0034722,Rtf1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.337141122,0.55849223
FBgn0025638,Roc1a,FALSE,TRUE,Cluster III,Higher Syp binding,-0.328601098,0.197353597
FBgn0036733,U4-U6-60K,FALSE,TRUE,Cluster III,Higher Syp binding,-0.326522986,0.591235737
FBgn0030854,CG8289,FALSE,TRUE,Cluster III,Higher Syp binding,-0.324002764,0.561423829
FBgn0010342,Map60,FALSE,TRUE,Cluster III,Higher Syp binding,-0.321334019,0.609397848
FBgn0035829,HP4,FALSE,TRUE,Cluster III,Higher Syp binding,-0.319776279,0.597922005
FBgn0039904,Hcf,FALSE,TRUE,Cluster III,Higher Syp binding,-0.319640487,0.544342765
FBgn0032690,CG10333,FALSE,TRUE,Cluster III,Higher Syp binding,-0.318143117,0.41053916
FBgn0261270,SelD,FALSE,TRUE,Cluster III,Higher Syp binding,-0.316788592,0.661113723
FBgn0263979,Caf1-55,FALSE,TRUE,Cluster III,Higher Syp binding,-0.311738039,0.683544607
FBgn0001983,wor,FALSE,TRUE,Cluster III,Higher Syp binding,-0.308988119,0.330729971
FBgn0033378,tsu,FALSE,TRUE,Cluster III,Higher Syp binding,-0.307324858,0.557936766
FBgn0267791,HnRNP-K,TRUE,TRUE,Cluster III,Higher Syp binding,-0.301184428,0.334101884
FBgn0263916,Ent2,FALSE,TRUE,Cluster III,Higher Syp binding,-0.2999711,0.640637063
FBgn0025463,Bap60,FALSE,TRUE,Cluster III,Higher Syp binding,-0.291119716,0.585840647
FBgn0014189,Hel25E,FALSE,TRUE,Cluster III,Higher Syp binding,-0.290873725,0.583829738
FBgn0015946,grim,FALSE,TRUE,Cluster III,Higher Syp binding,-0.288834359,0.640637063
FBgn0260944,Rbp1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.286442124,0.390371157
FBgn0022213,Cse1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.286139092,0.60812402
FBgn0260635,Diap1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.281624716,0.567178982
FBgn0005655,PCNA,FALSE,TRUE,Cluster III,Higher Syp binding,-0.281506511,0.6274723
FBgn0051363,Jupiter,TRUE,TRUE,Cluster III,Higher Syp binding,-0.276560347,0.366078684
FBgn0002914,Myb,TRUE,TRUE,Cluster III,Higher Syp binding,-0.273884659,0.548040558
FBgn0058178,CG40178,TRUE,FALSE,Cluster III,Higher Syp binding,-0.273453947,0.69339493
FBgn0017457,U2af38,FALSE,TRUE,Cluster III,Higher Syp binding,-0.270593319,0.618419556
FBgn0032961,CG1416,TRUE,FALSE,Cluster III,Higher Syp binding,-0.269066812,0.632190913
FBgn0039927,CG11155,FALSE,TRUE,Cluster III,Higher Syp binding,-0.266496302,0.627167619
FBgn0011742,Arp2,FALSE,TRUE,Cluster III,Higher Syp binding,-0.265218412,0.410006307
FBgn0004646,ogre,TRUE,TRUE,Cluster III,Higher Syp binding,-0.264594662,0.455705327
FBgn0037207,Mes2,TRUE,TRUE,Cluster III,Higher Syp binding,-0.264500446,0.431041063
FBgn0003261,Rm62,TRUE,TRUE,Cluster III,Higher Syp binding,-0.256036721,0.501012007
FBgn0262699,fzr,FALSE,TRUE,Cluster III,Higher Syp binding,-0.256033469,0.432370775
FBgn0046706,Haspin,TRUE,TRUE,Cluster III,Higher Syp binding,-0.255834386,0.71221807
FBgn0003525,stg,TRUE,TRUE,Cluster III,Higher Syp binding,-0.254255397,0.629774134
FBgn0014163,fax,TRUE,TRUE,Cluster III,Higher Syp binding,-0.24982874,0.391902121
FBgn0037834,Art1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.248907349,0.729739169
FBgn0259139,glo,FALSE,TRUE,Cluster III,Higher Syp binding,-0.246558548,0.417304053
FBgn0264492,CkIIalpha,FALSE,TRUE,Cluster III,Higher Syp binding,-0.246322857,0.713972522
FBgn0036685,CG6664,FALSE,TRUE,Cluster III,Higher Syp binding,-0.243187754,0.596443716
FBgn0266580,Gp210,FALSE,TRUE,Cluster III,Higher Syp binding,-0.240671471,0.698639925
FBgn0002521,pho,FALSE,TRUE,Cluster III,Higher Syp binding,-0.239144564,0.665016277
FBgn0031381,Npc2a,FALSE,TRUE,Cluster III,Higher Syp binding,-0.237137224,0.758381917
FBgn0004227,nonA,TRUE,TRUE,Cluster III,Higher Syp binding,-0.235225215,0.417953641
FBgn0015320,Ubc2,TRUE,TRUE,Cluster III,Higher Syp binding,-0.231616378,0.485407741
FBgn0039261,Ythdf,FALSE,TRUE,Cluster III,Higher Syp binding,-0.231356946,0.650703664
FBgn0038476,kuk,FALSE,TRUE,Cluster III,Higher Syp binding,-0.231066033,0.706756637
FBgn0050122,CG30122,TRUE,TRUE,Cluster III,Higher Syp binding,-0.228039922,0.461232304
FBgn0013997,Nrx-IV,FALSE,TRUE,Cluster III,Higher Syp binding,-0.226022544,0.606366884
FBgn0011305,Rsf1,TRUE,TRUE,Cluster III,Higher Syp binding,-0.22094249999999999,0.584074577
FBgn0024754,Flo1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.218705251,0.723950038
FBgn0259174,Nedd4,FALSE,TRUE,Cluster III,Higher Syp binding,-0.218658842,0.594109531
FBgn0026197,lncRNA:noe,TRUE,TRUE,Cluster III,Higher Syp binding,-0.21559443,0.801274522
FBgn0030974,Flacc,FALSE,TRUE,Cluster III,Higher Syp binding,-0.214698769,0.700496038
FBgn0053554,Nipped-A,TRUE,TRUE,Cluster III,Higher Syp binding,-0.214525699,0.723778746
FBgn0000283,Cp190,FALSE,TRUE,Cluster III,Higher Syp binding,-0.214234309,0.521097561
FBgn0063670,CG40228,FALSE,TRUE,Cluster III,Higher Syp binding,-0.212731301,0.599985645
FBgn0263487,scaRNA:PsiU5-44,FALSE,TRUE,Cluster III,Higher Syp binding,-0.211434923,0.81918877
FBgn0284220,Top2,FALSE,TRUE,Cluster III,Higher Syp binding,-0.208417789,0.677883323
FBgn0058045,CG40045,FALSE,TRUE,Cluster III,Higher Syp binding,-0.206329093,0.521023175
FBgn0025936,Eph,TRUE,TRUE,Cluster III,Higher Syp binding,-0.205746643,0.71899975
FBgn0052000,anne,TRUE,TRUE,Cluster III,Higher Syp binding,-0.202869515,0.719797543
FBgn0005649,Rox8,FALSE,TRUE,Cluster III,Higher Syp binding,-0.196943742,0.493603036
FBgn0032214,CG4968,FALSE,TRUE,Cluster III,Higher Syp binding,-0.196063411,0.809520933
FBgn0029152,Mkrn1,TRUE,TRUE,Cluster III,Higher Syp binding,-0.193543291,0.689100509
FBgn0032635,CG15141,FALSE,TRUE,Cluster III,Higher Syp binding,-0.186723746,0.807951949
FBgn0024811,Crk,FALSE,TRUE,Cluster III,Higher Syp binding,-0.18293881,0.749616868
FBgn0028999,nerfin-1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.180554827,0.723950038
FBgn0261988,Gprk2,TRUE,TRUE,Cluster III,Higher Syp binding,-0.179878433,0.661679937
FBgn0002783,mor,FALSE,TRUE,Cluster III,Higher Syp binding,-0.17805854,0.726303818
FBgn0030863,CG8188,TRUE,TRUE,Cluster III,Higher Syp binding,-0.172765573,0.627092968
FBgn0031016,kek5,TRUE,FALSE,Cluster III,Higher Syp binding,-0.168728711,0.76345889199999994
FBgn0010314,Cks30A,FALSE,TRUE,Cluster III,Higher Syp binding,-0.168620076,0.775784886
FBgn0266521,stai,TRUE,TRUE,Cluster III,Higher Syp binding,-0.167559217,0.748408909
FBgn0283682,Ge-1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.167341316,0.733808779
FBgn0051908,CG31908,FALSE,TRUE,Cluster III,Higher Syp binding,-0.165831715,0.686465659
FBgn0053504,snRNA:U7,FALSE,TRUE,Cluster III,Higher Syp binding,-0.165593224,0.837959656
FBgn0000307,chif,FALSE,TRUE,Cluster III,Higher Syp binding,-0.160470262,0.771354267
FBgn0014857,His3.3A,FALSE,TRUE,Cluster III,Higher Syp binding,-0.157363384,0.805492573
FBgn0052227,gogo,FALSE,TRUE,Cluster III,Higher Syp binding,-0.15722458,0.691507511
FBgn0262737,mub,TRUE,TRUE,Cluster III,Higher Syp binding,-0.154413875,0.754623935
FBgn0001233,Hsp83,FALSE,TRUE,Cluster III,Higher Syp binding,-0.151805234,0.806498058
FBgn0025741,PlexA,TRUE,TRUE,Cluster III,Higher Syp binding,-0.149352553,0.827363339
FBgn0262370,mir-7,FALSE,TRUE,Cluster III,Higher Syp binding,-0.148448691,0.85803204
FBgn0032444,CCT4,FALSE,TRUE,Cluster III,Higher Syp binding,-0.144420166,0.866013231
FBgn0032295,CG12299,TRUE,TRUE,Cluster III,Higher Syp binding,-0.142077041,0.781338077
FBgn0041775,tral,FALSE,TRUE,Cluster III,Higher Syp binding,-0.138421977,0.687566483
FBgn0263479,scaRNA:PsiU2-35.45,FALSE,TRUE,Cluster III,Higher Syp binding,-0.137368781,0.876474211
FBgn0267668,lncRNA:CR46006,FALSE,TRUE,Cluster III,Higher Syp binding,-0.137191992,0.882996917
FBgn0039566,CG4849,FALSE,TRUE,Cluster III,Higher Syp binding,-0.133957643,0.839901263
FBgn0003044,Pcl,FALSE,TRUE,Cluster III,Higher Syp binding,-0.128635122,0.786260556
FBgn0035720,CG10077,TRUE,TRUE,Cluster III,Higher Syp binding,-0.126507113,0.829505328
FBgn0011592,fra,FALSE,TRUE,Cluster III,Higher Syp binding,-0.121998823,0.781338077
FBgn0030479,Rbp1-like,TRUE,TRUE,Cluster III,Higher Syp binding,-0.118609665,0.876839565
FBgn0002781,mod(mdg4),FALSE,TRUE,Cluster III,Higher Syp binding,-0.118197321,0.798004066
FBgn0041171,ago,FALSE,TRUE,Cluster III,Higher Syp binding,-0.110386368,0.798004066
FBgn0259984,kuz,FALSE,TRUE,Cluster III,Higher Syp binding,-0.106124672,0.821932543
FBgn0039923,MED26,TRUE,TRUE,Cluster III,Higher Syp binding,-0.10576081,0.818200325
FBgn0010452,trn,FALSE,TRUE,Cluster III,Higher Syp binding,-0.105321226,0.784809075
FBgn0034009,CG8155,FALSE,TRUE,Cluster III,Higher Syp binding,-0.098010184,0.858411916
FBgn0052451,SPoCk,TRUE,FALSE,Cluster III,Higher Syp binding,-0.097658328,0.824169248
FBgn0010328,woc,FALSE,TRUE,Cluster III,Higher Syp binding,-0.096985272,0.81918877
FBgn0024806,DIP2,TRUE,FALSE,Cluster III,Higher Syp binding,-0.096655026,0.882996917
FBgn0034246,Dcr-2,FALSE,TRUE,Cluster III,Higher Syp binding,-0.096328458,0.845716116
FBgn0250823,gish,TRUE,TRUE,Cluster III,Higher Syp binding,-0.095115689,0.833149739
FBgn0266450,Kr-h1,FALSE,TRUE,Cluster III,Higher Syp binding,-0.090611265,0.876246534
FBgn0004647,N,FALSE,TRUE,Cluster III,Higher Syp binding,-0.085158391,0.887955949
FBgn0034657,LBR,TRUE,TRUE,Cluster III,Higher Syp binding,-0.0811966,0.860778373
FBgn0036927,Gabat,FALSE,TRUE,Cluster III,Higher Syp binding,-0.079835095,0.9254622
FBgn0267790,rump,FALSE,TRUE,Cluster III,Higher Syp binding,-0.077776654,0.860832872
FBgn0038815,CG5466,FALSE,TRUE,Cluster III,Higher Syp binding,-0.07411838,0.862834982
FBgn0032886,CG9328,FALSE,TRUE,Cluster III,Higher Syp binding,-0.071502268,0.876839565
FBgn0085409,smal,TRUE,TRUE,Cluster III,Higher Syp binding,-0.070868126,0.914111256
FBgn0004698,Xpc,FALSE,TRUE,Cluster III,Higher Syp binding,-0.069719304,0.892772612
FBgn0003447,sn,TRUE,TRUE,Cluster III,Higher Syp binding,-0.068516631,0.929474739
FBgn0015602,BEAF-32,FALSE,TRUE,Cluster III,Higher Syp binding,-0.064373638,0.926023585
FBgn0000377,crn,FALSE,TRUE,Cluster III,Higher Syp binding,-0.062274056,0.918277123
FBgn0031632,CG15628,FALSE,TRUE,Cluster III,Higher Syp binding,-0.06165043,0.898089353
FBgn0039959,CG17514,TRUE,TRUE,Cluster III,Higher Syp binding,-0.061144616,0.891890611
FBgn0038755,Hs6st,TRUE,TRUE,Cluster III,Higher Syp binding,-0.060856411,0.914111256
FBgn0023143,Uba1,TRUE,TRUE,Cluster III,Higher Syp binding,-0.059691533,0.908943566
FBgn0028554,x16,FALSE,TRUE,Cluster III,Higher Syp binding,-0.058460696,0.920982402
FBgn0000541,E(bx),TRUE,TRUE,Cluster III,Higher Syp binding,-0.056534314,0.903750575
FBgn0031883,Caper,FALSE,TRUE,Cluster III,Higher Syp binding,-0.051407012,0.928549034
FBgn0261793,Trf2,TRUE,TRUE,Cluster III,Higher Syp binding,-0.044590355,0.933788162
FBgn0051739,AspRS-m,FALSE,TRUE,Cluster III,Higher Syp binding,-0.044116115,0.93664292
FBgn0016059,Sema1b,FALSE,TRUE,Cluster III,Higher Syp binding,-0.037620121,0.940206215
FBgn0003882,tub,FALSE,TRUE,Cluster III,Higher Syp binding,-0.036769284,0.932287424
FBgn0278608,Dsp1,TRUE,TRUE,Cluster III,Higher Syp binding,-0.03622436,0.927613607
FBgn0030034,CG10555,FALSE,TRUE,Cluster III,Higher Syp binding,-0.03610223,0.940206215
FBgn0039302,Nup358,FALSE,TRUE,Cluster III,Higher Syp binding,-0.033969543,0.944523875
FBgn0010602,lwr,FALSE,TRUE,Cluster III,Higher Syp binding,-0.033361966,0.95680455
FBgn0035617,l(3)psg2,FALSE,TRUE,Cluster III,Higher Syp binding,-0.031234355,0.969031375
FBgn0039920,CG11360,TRUE,TRUE,Cluster III,Higher Syp binding,-0.030669807,0.954988246
FBgn0031736,CG11030,TRUE,TRUE,Cluster III,Higher Syp binding,-0.030300665,0.962054784
FBgn0001227,Hsp67Ba,FALSE,TRUE,Cluster III,Higher Syp binding,-0.028759347,0.97050217
FBgn0003935,snRNA:U5:34A,FALSE,TRUE,Cluster III,Higher Syp binding,-0.018258939,NA
FBgn0000116,Argk,TRUE,TRUE,Cluster III,Higher Syp binding,-0.012377343,0.986464145
FBgn0003391,shg,FALSE,TRUE,Cluster III,Higher Syp binding,-0.010607834,0.982620597
FBgn0083029,snoRNA:Psi18S-525j,FALSE,TRUE,Cluster III,Higher Syp binding,-0.01060321,0.991127501
FBgn0086661,snoRNA:Psi28S-2566,FALSE,TRUE,Cluster III,Higher Syp binding,-0.010424488,0.992113703
FBgn0002932,neur,FALSE,TRUE,Cluster III,Higher Syp binding,-0.010126729,0.986736437
FBgn0004055,uzip,TRUE,FALSE,Cluster III,Higher Syp binding,-0.009440061,0.99078544
FBgn0011763,Dp,FALSE,TRUE,Cluster III,Higher Syp binding,-0.009391293,0.984599424
FBgn0051992,gw,FALSE,TRUE,Cluster III,Higher Syp binding,-0.009216622,0.984599424
FBgn0015371,chn,TRUE,TRUE,Cluster III,Higher Syp binding,-0.009005982,0.987080193
FBgn0261458,capt,FALSE,TRUE,Cluster III,Higher Syp binding,-0.007740498,0.99014592
FBgn0053558,mim,TRUE,FALSE,Cluster III,Higher Syp binding,-0.007607957,0.991608996
FBgn0004401,Pep,TRUE,TRUE,Cluster III,Higher Syp binding,-0.007324546,0.988087998
FBgn0033802,CG17724,TRUE,TRUE,Cluster III,Higher Syp binding,-0.006833477,0.993201771
FBgn0264959,Src42A,FALSE,TRUE,Cluster III,Higher Syp binding,-0.001744326,0.995713473
FBgn0041719,snRNA:U4:25F,FALSE,TRUE,Cluster III,Higher Syp binding,0.004684369,NA
FBgn0003933,snRNA:U5:14B,TRUE,FALSE,Cluster III,Higher Syp binding,0.006183661,NA
FBgn0266937,lncRNA:CR45388,TRUE,TRUE,Cluster III,Higher Syp binding,0.008469093,0.991525042
FBgn0002431,hyd,FALSE,TRUE,Cluster III,Higher Syp binding,0.011005283,0.984392382
FBgn0003884,alphaTub84B,TRUE,TRUE,Cluster III,Higher Syp binding,0.011092547,0.986262783
FBgn0030114,CG17754,FALSE,TRUE,Cluster III,Higher Syp binding,0.012177463,0.98552773
FBgn0037344,CG2926,FALSE,TRUE,Cluster III,Higher Syp binding,0.016470723,0.978570961
FBgn0029123,SoxN,FALSE,TRUE,Cluster III,Higher Syp binding,0.01713322,0.975098271
FBgn0039186,CG5746,TRUE,TRUE,Cluster III,Higher Syp binding,0.019417122,0.971143483
FBgn0029778,RhoGAP5A,FALSE,TRUE,Cluster III,Higher Syp binding,0.025960304,0.959179834
FBgn0011902,tRNA:Lys-TTT-1-1,FALSE,TRUE,Cluster III,Higher Syp binding,0.030456331,NA
FBgn0265778,PDZ-GEF,TRUE,TRUE,Cluster III,Higher Syp binding,0.03308677,0.948206814
FBgn0267910,lncRNA:CR34335,TRUE,TRUE,Cluster III,Higher Syp binding,0.036726522,0.968347332
FBgn0003598,Su(var)3-7,TRUE,FALSE,Cluster III,Higher Syp binding,0.0466975,0.929474739
FBgn0031980,RpL36A,FALSE,TRUE,Cluster III,Higher Syp binding,0.047145187,0.940206215
FBgn0011474,PR-Set7,FALSE,TRUE,Cluster III,Higher Syp binding,0.051312377,0.923007342
FBgn0005640,Eip63E,TRUE,FALSE,Cluster III,Higher Syp binding,0.052998122,0.90959169
FBgn0029979,mahe,TRUE,TRUE,Cluster III,Higher Syp binding,0.054382964,0.914635768
FBgn0002778,mnd,FALSE,TRUE,Cluster III,Higher Syp binding,0.060181566,0.911067178
FBgn0083049,snoRNA:Psi18S-1377c,FALSE,TRUE,Cluster III,Higher Syp binding,0.061337079,0.950740348
FBgn0029006,Smurf,FALSE,TRUE,Cluster III,Higher Syp binding,0.062234329,0.906571145
FBgn0004190,snRNA:U6:96Ac,FALSE,TRUE,Cluster III,Higher Syp binding,0.062301664,NA
FBgn0000017,Abl,FALSE,TRUE,Cluster III,Higher Syp binding,0.065135183,0.87990818
FBgn0030421,Agpat1,FALSE,TRUE,Cluster III,Higher Syp binding,0.066525871,0.877627799
FBgn0032515,loqs,FALSE,TRUE,Cluster III,Higher Syp binding,0.066686008,0.882996917
FBgn0031759,lid,TRUE,TRUE,Cluster III,Higher Syp binding,0.06740556,0.892491943
FBgn0036576,CG5151,TRUE,FALSE,Cluster III,Higher Syp binding,0.070306752,0.930131472
FBgn0085384,CG34355,TRUE,TRUE,Cluster III,Higher Syp binding,0.07250408,0.883944334
FBgn0000568,Eip75B,TRUE,TRUE,Cluster III,Higher Syp binding,0.073213076,0.922319264
FBgn0050254,tRNA:Arg-TCT-1-1,FALSE,TRUE,Cluster III,Higher Syp binding,0.073299397,NA
FBgn0010247,Parp,FALSE,TRUE,Cluster III,Higher Syp binding,0.079189215,0.890038847
