gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,padj,syp_target,imp_target,RBP_target,cluster_id,cluster_description,cluster_code,gene_biotype,label,label_colour_id,exp
FBgn0050281,CG30281,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0052693,Gr9a,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0067312,CheB38a,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0259703,CG42357,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0262396,mir-314,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0262812,CG43183,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0262879,CR43234,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263473,abba-a,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263505,CR43494,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263763,CG43680,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0264775,CG44013,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265073,CR44184,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265458,CR44358,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265550,CR44400,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266892,CR45352,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266928,CR45379,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267013,CR45457,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267412,CG45765,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267561,CR45901,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267950,CR46230,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267956,CR46236,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267990,CR46257,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0283678,Osi21,0.31804079,-0.042905542,0.10337901,-0.41416425,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0036271,Pbgs,116.6373974,-0.042862288,0.264016939,-0.162265796,0.960330951,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0265760,CR44567,2.624944679,-0.04282188,0.1952454,-0.220738653,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0035316,CG15878,1.947317268,-0.042818606,0.233845394,-0.183181177,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0036463,Reck,726.2009488,-0.042811608,0.193502417,-0.221254792,0.942746696,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267336,Glut4EF,2720.979896,-0.042767236,0.224459539,-0.190539494,0.949473091,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0034694,Plekhm1,335.1960529,-0.042710316,0.188208498,-0.226920102,0.941131182,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0033550,CG12341,120.6237774,-0.042660073,0.205912757,-0.207176757,0.947253266,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0262204,mir-2279,45.04888377,-0.04265711,0.322287849,-0.132555001,0.969956798,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0011999,tRNA:Val-CAC-2-1,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0015038,Cyp9b1,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0029717,CG12684,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0032144,CG17633,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0032374,CG14931,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0032615,CG6012,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0032966,CG1421,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0033165,CG11113,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0034206,CG18469,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0034510,CG13426,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0034666,CG9294,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0034871,CG3906,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0035011,CG13589,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0036228,obst-G,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0036250,Ir68b,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0036349,SNCF,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0038074,Gnmt,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0038512,CG14330,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0038730,CG6300,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0039077,CG17380,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0039599,intr,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0041231,Gr68a,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0041240,Gr57a,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0050441,IFT20,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0050449,tRNA:Glu-CTC-5-1Psi,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0050457,CG30457,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0051526,CR31526,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0051810,CG31810,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0052266,CG32266,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0052488,CG32488,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0053640,CG33640,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0085302,CG34273,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0250827,whip,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0260467,CG7071,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0261566,CG42680,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0262541,CG43095,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0262681,CR43151,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0262880,CG43235,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263408,CR43454,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263555,mir-4943,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263572,mir-4981,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263595,CR43617,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263661,CR43652,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263848,CG43709,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0264472,CG43880,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0264500,CR43899,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0264868,CR44059,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265303,CR44276,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265723,CR44530,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265821,CR44610,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265863,CR44652,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265896,CR44685,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265907,CR44696,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266073,CR44826,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266167,CR44873,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266314,CR44979,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266656,CR45163,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266675,CR45165,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266692,CR45182,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266932,CR45383,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267079,CR45523,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267088,CR45532,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267295,CR45731,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267313,CR45749,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267547,CR45887,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267626,CR45964,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267737,CR46068,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267756,CR46087,0.307641847,-0.042403093,0.103369579,-0.401117557,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267865,CR46153,0.276769044,-0.042403093,0.103369579,-0.370038559,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0015714,Cyp6a17,59.82016293,-0.042322586,0.292438163,-0.144638905,0.965932642,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0033688,Prp8,6065.471729,-0.042316065,0.15067888,-0.280836271,0.928134199,TRUE,FALSE,Syp target only,Cluster IV,"Higher Syp
binding",High_Syp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0262105,CR42858,2.736527921,-0.042280875,0.266849868,-0.159531632,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0026738,CG7857,155.3880257,-0.042245133,0.199528848,-0.211697254,0.945706802,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0023130,a6,578.4696183,-0.042185252,0.245189622,-0.172067376,0.956590848,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0035741,BBS1,2.081538041,-0.042151918,0.231709715,-0.184026977,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0051797,CG31797,2.773200081,-0.042136525,0.268221251,-0.158619982,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0028648,mRpL50,95.68866605,-0.042121214,0.247049628,-0.170479187,0.95710042,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0015586,Acp76A,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031176,whe,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031512,CG15404,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031721,CG14017,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0032868,CG17472,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0034323,CG18537,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0035666,Jon65Aii,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0035858,CG13674,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,TRUE,FALSE,Syp target only,Cluster V,"Peak L2 Syp
binding",Peak_L2Syp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0037123,CG14569,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0039481,Cpr97Eb,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0040984,CG4440,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0041235,Gr59c,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0044817,Ste12DOR,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0050082,CG30082,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0051501,nxf4,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0051617,His1:CG31617,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0051682,Tengl1,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0052126,tRNA:Pro-AGG-1-7,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0053283,CR33283,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0053348,CheB42a,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0054003,NimB3,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0083020,Psi18S-640g,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265142,Ir56e,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265934,CR44723,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266678,CR45168,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266784,CR45249,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266882,CR45343,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267102,CR45542,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267120,CR45560,0.235497299,-0.042099717,0.103363861,-0.331213206,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0023416,Ac3,2736.76213,-0.042071933,0.14205984,-0.296155868,0.923883607,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0013548,l(2)dtl,235.177603,-0.041918284,0.199923189,-0.209664719,0.946619514,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0038958,CG13857,1.557441187,-0.041825509,0.225711463,-0.184293502,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031832,CG9596,192.0982538,-0.041815791,0.206626155,-0.20233969,0.948091284,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030752,CDC50,637.0257433,-0.041814872,0.217057956,-0.192629263,0.949297708,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266907,CR45367,19.82980185,-0.041807806,0.327500154,-0.128132115,0.970426205,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0250833,CG34461,1.645496515,-0.041761466,0.229409992,-0.182880751,NA,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0036827,CG6843,240.5044382,-0.041610856,0.222254924,-0.18718970099999999,0.950865113,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265668,CG44475,1.253190981,-0.041562717,0.196837242,-0.210975054,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0035321,CG1275,213.5275492,-0.041491074,0.289252595,-0.143389616,0.966429799,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0033557,CG12325,272.1004149,-0.041434494,0.212455868,-0.1949951,0.948976763,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031831,COX5BL,12.58822396,-0.041273644,0.319317868,-0.129849758,0.97028989,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0036503,CG13454,1.994100851,-0.041227448,0.250520729,-0.165388096,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0050382,CG30382,16.02218681,-0.041174052,0.328391576,-0.124983373,0.970478724,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
