gene_id,combined_patterns,ALNB_clusters,T2NB_clusters,MBNB_clusters,gene_name,temporal_group,imp_target,syp_target,RBP target,cluster_id,Cluster profile,cluster_code,gene_biotype
FBgn0025574,NA;Down-regulated;NA,NA,Down-regulated,NA,Pli,early,TRUE,FALSE,Imp target only,Cluster VI,Other,Other,protein_coding
FBgn0025674,NA;Up-regulated;NA,NA,Up-regulated,NA,CycK,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0025815,NA;Up-regulated;NA,NA,Up-regulated,NA,Mcm6,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026080,NA;Fluctuating;Peak-3,NA,Fluctuating,Peak-3,Tip60,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026144,NA;Down-regulated;Peak-1,NA,Down-regulated,Peak-1,CBP,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0026375,NA;Peak-1;NA,NA,Peak-1,NA,RhoGAPp190,early,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0026380,NA;Up-regulated;Up-regulated,NA,Up-regulated,Up-regulated,Prosbeta3,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026439,NA;Peak-2;NA,NA,Peak-2,NA,Eaat1,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0026479,NA;Down-regulated;NA,NA,Down-regulated,NA,Drp1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026718,NA;Peak-2;NA,NA,Peak-2,NA,Agpat2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027094,NA;Up-regulated;NA,NA,Up-regulated,NA,AlaRS,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027279,NA;Down-regulated;NA,NA,Down-regulated,NA,l(1)G0196,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027491,NA;Up-regulated;NA,NA,Up-regulated,NA,Cdk5alpha,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027492,NA;Peak-1;NA,NA,Peak-1,NA,wdb,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0027499,NA;Down-regulated;NA,NA,Down-regulated,NA,wde,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027506,NA;Peak-1;NA,NA,Peak-1,NA,EDTP,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027508,NA;Down-regulated;NA,NA,Down-regulated,NA,Tnks,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027512,NA;Up-regulated;NA,NA,Up-regulated,NA,CG10254,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027525,NA;Peak-1;NA,NA,Peak-1,NA,LTV1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027528,NA;Peak-2;Up-regulated,NA,Peak-2,Up-regulated,goe,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027549,NA;Up-regulated;NA,NA,Up-regulated,NA,Nulp1,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0027569,NA;Peak-2;NA,NA,Peak-2,NA,cert,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027582,NA;Up-regulated;NA,NA,Up-regulated,NA,CG6230,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027594,NA;Peak-1;NA,NA,Peak-1,NA,drpr,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027607,NA;Down-regulated;NA,NA,Down-regulated,NA,CG8230,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027610,NA;Down-regulated;Peak-1,NA,Down-regulated,Peak-1,Dic1,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0027793,NA;Up-regulated;NA,NA,Up-regulated,NA,CG14787,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027868,NA;Up-regulated;NA,NA,Up-regulated,NA,Nup107,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027889,NA;Up-regulated;NA,NA,Up-regulated,NA,ball,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027945,NA;Up-regulated;NA,NA,Up-regulated,NA,ppl,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0028479,NA;Up-regulated;Peak-3,NA,Up-regulated,Peak-3,Mtpalpha,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0028541,NA;Peak-1;NA,NA,Peak-1,NA,TM9SF4,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0028552,NA;Up-regulated;NA,NA,Up-regulated,NA,gammaSnap1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0028700,NA;Up-regulated;NA,NA,Up-regulated,NA,RfC38,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0028999,NA;Peak-3;NA,NA,Peak-3,NA,nerfin-1,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0029113,NA;Up-regulated;NA,NA,Up-regulated,NA,Uba2,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0029155,NA;Down-regulated;NA,NA,Down-regulated,NA,Men-b,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0029507,NA;Up-regulated;Up-regulated,NA,Up-regulated,Up-regulated,Tsp42Ed,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029688,NA;Down-regulated;NA,NA,Down-regulated,NA,lva,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029709,NA;Up-regulated;NA,NA,Up-regulated,NA,CHOp24,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0029823,NA;Peak-3;NA,NA,Peak-3,NA,Shmt,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029915,NA;Up-regulated;NA,NA,Up-regulated,NA,CG14434,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029979,NA;Peak-1;NA,NA,Peak-1,NA,mahe,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0029992,NA;Down-regulated;NA,NA,Down-regulated,NA,Upf2,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0029996,NA;Peak-1;Up-regulated,NA,Peak-1,Up-regulated,UbcE2H,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0030027,NA;Peak-3;NA,NA,Peak-3,NA,CG1632,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030038,NA;Down-regulated;NA,NA,Down-regulated,NA,CG1440,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0030286,NA;Peak-1;NA,NA,Peak-1,NA,Gapvd1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030354,NA;Peak-1;NA,NA,Peak-1,NA,Upf1,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0030420,NA;Peak-1;NA,NA,Peak-1,NA,CG12717,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030520,NA;Down-regulated;Down-regulated,NA,Down-regulated,Down-regulated,Pdcd4,early,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0030581,NA;Down-regulated;NA,NA,Down-regulated,NA,CG14408,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0030631,NA;Up-regulated;NA,NA,Up-regulated,NA,CG6227,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030662,NA;Peak-1;NA,NA,Peak-1,NA,CG9220,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030666,NA;Up-regulated;NA,NA,Up-regulated,NA,CG12708,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030703,NA;Up-regulated;Up-regulated,NA,Up-regulated,Up-regulated,MSBP,late,TRUE,TRUE,Co-target,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0030723,NA;Up-regulated;Peak-1,NA,Up-regulated,Peak-1,dpr18,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030894,NA;Peak-1;NA,NA,Peak-1,NA,Mvb12,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031047,NA;Down-regulated;NA,NA,Down-regulated,NA,Rcd-1,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0031049,NA;Up-regulated;NA,NA,Up-regulated,NA,Sec61gamma,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0031066,NA;Up-regulated;NA,NA,Up-regulated,NA,COX6B,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0031092,NA;Up-regulated;NA,NA,Up-regulated,NA,CG9577,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031148,NA;Down-regulated;Peak-1,NA,Down-regulated,Peak-1,Cbs,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031170,NA;Peak-1;NA,NA,Peak-1,NA,ABCA,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031187,NA;Down-regulated;NA,NA,Down-regulated,NA,Usp2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031239,NA;Peak-1;NA,NA,Peak-1,NA,CG17075,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031256,NA;Up-regulated;NA,NA,Up-regulated,NA,shv,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031320,NA;Up-regulated;NA,NA,Up-regulated,NA,CG5126,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031420,NA;Peak-2;NA,NA,Peak-2,NA,Atxn7,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031434,NA;Peak-1;Fluctuating,NA,Peak-1,Fluctuating,insv,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031456,NA;Peak-3;NA,NA,Peak-3,NA,Tnpo-SR,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031474,NA;Down-regulated;NA,NA,Down-regulated,NA,CG2991,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031488,NA;Peak-1;NA,NA,Peak-1,NA,Ccdc85,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031493,NA;Up-regulated;NA,NA,Up-regulated,NA,Sf3b2,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031497,NA;Up-regulated;NA,NA,Up-regulated,NA,SerRS,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0031623,NA;Up-regulated;NA,NA,Up-regulated,NA,Taf12L,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031637,NA;Peak-1;NA,NA,Peak-1,NA,mxt,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0031681,NA;Down-regulated;NA,NA,Down-regulated,NA,Pgant5,early,TRUE,TRUE,Co-target,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0031739,NA;Up-regulated;NA,NA,Up-regulated,NA,CG14005,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031758,NA;Up-regulated;NA,NA,Up-regulated,NA,Ucp4B,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031774,NA;Up-regulated;NA,NA,Up-regulated,NA,CG9147,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031837,NA;Up-regulated;NA,NA,Up-regulated,NA,DIP-iota,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031885,NA;Down-regulated;NA,NA,Down-regulated,NA,Mnn1,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0031968,NA;Up-regulated;NA,NA,Up-regulated,NA,CG7231,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032050,NA;Up-regulated;NA,NA,Up-regulated,NA,CG13096,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032105,NA;Peak-3;Up-regulated,NA,Peak-3,Up-regulated,borr,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032138,NA;Peak-2;Down-regulated,NA,Peak-2,Down-regulated,CG4364,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032194,NA;Down-regulated;NA,NA,Down-regulated,NA,CG4901,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032363,NA;Peak-1;NA,NA,Peak-1,NA,Dlg5,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032391,NA;Up-regulated;NA,NA,Up-regulated,NA,escl,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032394,NA;Up-regulated;NA,NA,Up-regulated,NA,Hacd1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032397,NA;Peak-1;NA,NA,Peak-1,NA,Tom70,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032487,NA;Up-regulated;NA,NA,Up-regulated,NA,Ski6,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032488,NA;Up-regulated;NA,NA,Up-regulated,NA,CG16812,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032515,NA;Up-regulated;NA,NA,Up-regulated,NA,loqs,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0032521,NA;Fluctuating;Up-regulated,NA,Fluctuating,Up-regulated,CG7110,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032646,NA;Up-regulated;NA,NA,Up-regulated,NA,mEFTs,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0032656,NA;Peak-2;NA,NA,Peak-2,NA,CG5674,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032876,NA;Peak-2;NA,NA,Peak-2,NA,Cen,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032884,NA;Up-regulated;NA,NA,Up-regulated,NA,Pomp,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0032895,NA;Peak-2;NA,NA,Peak-2,NA,twit,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0032897,NA;Peak-2;Peak-1,NA,Peak-2,Peak-1,CG9336,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0032910,NA;Down-regulated;Down-regulated,NA,Down-regulated,Down-regulated,CG9265,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032943,NA;Up-regulated;NA,NA,Up-regulated,NA,Tsp39D,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032949,NA;Up-regulated;NA,NA,Up-regulated,NA,Lamp1,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0032956,NA;Up-regulated;NA,NA,Up-regulated,NA,Cul2,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032974,NA;Peak-1;NA,NA,Peak-1,NA,CG3651,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032988,NA;Up-regulated;Up-regulated,NA,Up-regulated,Up-regulated,Tif-IA,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033095,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,chk,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0033191,NA;Down-regulated;NA,NA,Down-regulated,NA,CG1598,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033224,NA;Peak-1;NA,NA,Peak-1,NA,Nop17l,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0033261,NA;Down-regulated;Peak-1,NA,Down-regulated,Peak-1,udd,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033372,NA;Up-regulated;NA,NA,Up-regulated,NA,CG13742,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033377,NA;Up-regulated;NA,NA,Up-regulated,NA,Pgm2a,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0033457,NA;Up-regulated;NA,NA,Up-regulated,NA,Ntmt,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033519,NA;Down-regulated;NA,NA,Down-regulated,NA,CG11825,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033649,NA;Down-regulated;NA,NA,Down-regulated,NA,pyr,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0033715,NA;Peak-3;NA,NA,Peak-3,NA,CG8490,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033738,NA;Up-regulated;NA,NA,Up-regulated,NA,DUBAI,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033755,NA;Up-regulated;NA,NA,Up-regulated,NA,ClC-b,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033766,NA;Up-regulated;NA,NA,Up-regulated,NA,Nup188,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033872,NA;Up-regulated;NA,NA,Up-regulated,NA,CG6329,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0033888,NA;Up-regulated;NA,NA,Up-regulated,NA,CG18568,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033926,NA;Up-regulated;Peak-2,NA,Up-regulated,Peak-2,Arc1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033978,NA;Down-regulated;NA,NA,Down-regulated,NA,Cyp6a23,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034013,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,unc-5,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034032,NA;Down-regulated;NA,NA,Down-regulated,NA,CG8195,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034068,NA;Down-regulated;NA,NA,Down-regulated,NA,casp,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0034142,NA;Peak-2;Peak-1,NA,Peak-2,Peak-1,CG8306,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034230,NA;Peak-1;NA,NA,Peak-1,NA,CG4853,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034253,NA;Peak-1;NA,NA,Peak-1,NA,CG10936,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034258,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,eIF3c,early,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0034277,NA;Up-regulated;NA,NA,Up-regulated,NA,OstDelta,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034315,NA;Peak-3;NA,NA,Peak-3,NA,CG5721,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034389,NA;Peak-1;NA,NA,Peak-1,NA,Mctp,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034390,NA;Down-regulated;NA,NA,Down-regulated,NA,CG15093,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034391,NA;Down-regulated;NA,NA,Down-regulated,NA,CG15080,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0034401,NA;Up-regulated;NA,NA,Up-regulated,NA,MetRS,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034451,NA;Peak-1;NA,NA,Peak-1,NA,TBCB,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034657,NA;Down-regulated;NA,NA,Down-regulated,NA,LBR,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0034687,NA;Peak-3;NA,NA,Peak-3,NA,CG11475,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034753,NA;Up-regulated;NA,NA,Up-regulated,NA,CG2852,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0034761,NA;Peak-1;NA,NA,Peak-1,NA,CG4250,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034893,NA;Up-regulated;NA,NA,Up-regulated,NA,mRpL43,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035023,NA;Down-regulated;NA,NA,Down-regulated,NA,ITP,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0035024,NA;Down-regulated;NA,NA,Down-regulated,NA,CG11414,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035103,NA;Up-regulated;NA,NA,Up-regulated,NA,Vdup1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035132,NA;Peak-1;NA,NA,Peak-1,NA,mthl10,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035137,NA;Down-regulated;NA,NA,Down-regulated,NA,CG1233,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035146,NA;Peak-1;NA,NA,Peak-1,NA,CG13893,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035150,NA;Up-regulated;NA,NA,Up-regulated,NA,Rev1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035189,NA;Peak-1;NA,NA,Peak-1,NA,CG9119,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035203,NA;Up-regulated;NA,NA,Up-regulated,NA,CG9149,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035237,NA;Down-regulated;NA,NA,Down-regulated,NA,CG13917,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035245,NA;Peak-1;NA,NA,Peak-1,NA,GC,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035247,NA;Up-regulated;NA,NA,Up-regulated,NA,metl,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035334,NA;Up-regulated;NA,NA,Up-regulated,NA,CG8993,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035464,NA;Up-regulated;NA,NA,Up-regulated,NA,PIG-B,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035470,NA;Up-regulated;NA,NA,Up-regulated,NA,Ccz1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035471,NA;Up-regulated;NA,NA,Up-regulated,NA,Sc2,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0035872,NA;Down-regulated;NA,NA,Down-regulated,NA,Cpsf6,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035906,NA;Up-regulated;Peak-3,NA,Up-regulated,Peak-3,GstO2,late,TRUE,TRUE,Co-target,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0035916,NA;Down-regulated;NA,NA,Down-regulated,NA,GAPsec,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035986,NA;Down-regulated;Fluctuating,NA,Down-regulated,Fluctuating,CG4022,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0036032,NA;Down-regulated;NA,NA,Down-regulated,NA,CG16711,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0036035,NA;Up-regulated;NA,NA,Up-regulated,NA,CG18178,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036052,NA;Down-regulated;NA,NA,Down-regulated,NA,CG10809,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036080,NA;Up-regulated;NA,NA,Up-regulated,NA,Or67d,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036134,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,FoxK,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0036152,NA;Peak-3;NA,NA,Peak-3,NA,CG6175,late,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0036248,NA;Up-regulated;NA,NA,Up-regulated,NA,ssp,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036277,NA;Up-regulated;NA,NA,Up-regulated,NA,CG10418,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036449,NA;Down-regulated;Down-regulated,NA,Down-regulated,Down-regulated,bmm,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036476,NA;Peak-1;NA,NA,Peak-1,NA,sstn,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036486,NA;Down-regulated;NA,NA,Down-regulated,NA,Msh6,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036583,NA;Peak-1;NA,NA,Peak-1,NA,CG13055,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036624,NA;Up-regulated;Up-regulated,NA,Up-regulated,Up-regulated,RAF2,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036663,NA;Down-regulated;Down-regulated,NA,Down-regulated,Down-regulated,CG9674,early,TRUE,TRUE,Co-target,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0036668,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,Zcchc7,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0036702,NA;Up-regulated;NA,NA,Up-regulated,NA,CG6512,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036715,NA;Up-regulated;NA,NA,Up-regulated,NA,Cad74A,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036728,NA;Peak-3;Down-regulated,NA,Peak-3,Down-regulated,UQCR-Q,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036731,NA;Peak-3;NA,NA,Peak-3,NA,CG6333,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036740,NA;Up-regulated;NA,NA,Up-regulated,NA,Vps60,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036752,NA;Down-regulated;NA,NA,Down-regulated,NA,Adgf-A,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036770,NA;Peak-1;NA,NA,Peak-1,NA,Prestin,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036771,NA;Down-regulated;NA,NA,Down-regulated,NA,Wdr92,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036774,NA;Up-regulated;NA,NA,Up-regulated,NA,mRpS26,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036816,NA;Peak-3;NA,NA,Peak-3,NA,Indy,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0036826,NA;Down-regulated;NA,NA,Down-regulated,NA,arx,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036844,NA;Down-regulated;NA,NA,Down-regulated,NA,Mkp3,early,FALSE,FALSE,non-target,NA,NA,NA,NA
